,Unnamed: 0,e_form,e_hull,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
1263,1341,-2.097,-0.043,11.765999999999998,0.0,5.351,5.695,7.722,90.0,90.0,90.0,1.311
1264,1342,-0.6459999999999999,1.362,15.183,0.0,4.234,4.234,4.234,90.0,90.0,90.0,-4.333
1265,1343,-3.074,0.141,16.201,0.0,5.979,6.232,8.697000000000001,90.0,90.0,90.0,-0.8140000000000001
1266,1344,-1.72,0.353,10.293,0.0,5.257999999999999,5.257999999999999,5.257999999999999,60.1,60.1,60.1,-0.787
1267,1345,-3.261,0.094,13.942,0.0,5.739,5.952000000000001,8.162,90.0,90.0,90.0,-0.626
1268,1346,-2.357,0.197,11.884,0.0,5.218999999999999,5.845,7.792000000000001,90.0,90.0,90.0,-0.701
1269,1347,-2.612,0.003,10.64,0.0,5.2829999999999995,5.2829999999999995,5.2829999999999995,60.9,60.9,60.9,1.741
1270,1348,-2.815,-0.101,12.007,0.0,5.49,5.587000000000001,7.83,90.0,90.0,90.0,4.925
1271,1349,-1.751,0.234,12.024,0.0,5.995,6.292999999999999,6.374,90.0,90.0,90.0,-2.046
1272,1350,-3.2110000000000003,-0.053,12.602,0.0,5.571000000000001,5.681,7.962999999999999,90.0,90.0,90.0,5.532
1273,1351,-2.6660000000000004,0.5670000000000001,17.198,0.0,4.414,4.414,4.414,90.0,90.0,90.0,-1.14
1274,1352,-1.895,0.0,10.519,0.0,5.28,5.287000000000001,7.537000000000001,90.0,90.0,90.0,0.409
1275,1353,-3.5860000000000003,-0.001,15.202,2.489,5.882000000000001,6.106,8.465,90.0,90.0,90.0,3.634
1276,1354,-2.199,-0.14300000000000002,11.695,0.0,5.377000000000001,5.624,7.734,90.0,90.0,90.0,2.511
1277,1355,-3.341,-0.123,15.877,4.657,5.962000000000001,6.2,8.591000000000001,90.0,90.0,90.0,5.807
1278,1356,-2.177,-0.15,14.095999999999998,1.234,5.726,5.984,8.227,90.0,90.0,90.0,1.477
1279,1357,-1.884,-0.09,11.872,0.454,5.416,5.659,7.747000000000001,90.0,90.0,90.0,0.085
1280,1358,-3.057,0.14,15.65,0.0,5.961,6.169,8.513,90.0,90.0,90.0,-1.079
1281,1359,-2.616,0.53,17.636,0.0,4.4510000000000005,4.4510000000000005,4.4510000000000005,90.0,90.0,90.0,-1.142
1282,1360,-1.964,-0.071,12.001,0.623,5.4110000000000005,5.712000000000001,7.765,90.0,90.0,90.0,0.039
1283,1361,-3.502,-0.187,14.941,2.018,5.846,6.071000000000001,8.42,90.0,90.0,90.0,3.583
1284,1362,-0.6559999999999999,1.339,15.683,0.0,4.28,4.28,4.28,90.0,90.0,90.0,-2.952
1285,1363,-2.45,-0.067,11.845,0.0,5.457999999999999,5.58,7.778,90.0,90.0,90.0,3.283
1286,1364,-2.109,-0.128,11.66,0.0,5.371,5.626,7.7170000000000005,90.0,90.0,90.0,1.403
1287,1365,-2.26,-0.112,11.669,0.0,5.412999999999999,5.571000000000001,7.7379999999999995,90.0,90.0,90.0,2.747
1288,1366,-2.434,-0.04,13.617,0.0,5.676,5.893,8.142000000000001,90.0,90.0,90.0,2.693
1289,1367,-3.238,0.03,12.808,0.0,5.567,5.7860000000000005,7.954,90.0,90.0,90.0,-0.446
1290,1368,-3.283,0.001,9.277,3.989,3.593,3.593,3.593,90.0,90.0,90.0,6.4529999999999985
1291,1369,-3.075,0.134,15.5,0.0,5.955,6.169,8.437999999999999,90.0,90.0,90.0,-1.08
1292,1370,-2.701,-0.171,12.755,2.5780000000000003,5.587000000000001,5.716,7.989,90.0,90.0,90.0,3.686
1293,1371,-1.754,0.901,16.601,0.0,4.362,4.362,4.362,90.0,90.0,90.0,-2.838
1294,1372,-3.3110000000000004,0.037000000000000005,12.47,0.0,5.561,5.643,7.9479999999999995,90.0,90.0,90.0,5.7620000000000005
1295,1373,-3.023,0.116,14.899,0.0,5.907,6.1,8.269,90.0,90.0,90.0,-0.919
1296,1374,-2.529,-0.15,11.720999999999998,0.0,5.446000000000001,5.5520000000000005,7.754,90.0,90.0,90.0,3.834
1297,1375,-2.197,0.146,14.143,0.215,5.718,6.001,8.244,90.0,90.0,90.0,2.866
1298,1376,-3.803,0.097,16.323,4.512,6.017,6.239,8.697000000000001,90.0,90.0,90.0,5.479
1299,1377,-3.5580000000000003,-0.254,11.432,2.192,5.443,5.457999999999999,7.697,90.0,90.0,90.0,5.431
1300,1378,-1.756,0.08800000000000001,14.166,0.0,5.709,6.093,8.144,90.0,90.0,90.0,-0.8740000000000001
1301,1379,-3.234,0.09,14.242,0.0,5.803,6.0,8.181000000000001,90.0,90.0,90.0,-0.721
1302,1380,-3.143,0.507,17.029,0.0,4.399,4.399,4.399,90.0,90.0,90.0,4.988
1303,1381,-3.1,-0.093,11.066,0.0,5.361000000000001,5.369,7.689,90.0,90.0,90.0,4.117
1304,1382,-2.797,0.116,12.094,0.0,5.502999999999999,5.595,7.854,90.0,90.0,90.0,4.772
1305,1383,-3.153,0.109,14.773,0.0,5.931,6.1339999999999995,8.122,90.0,90.0,90.0,-1.052
1306,1384,-2.275,0.487,13.857,0.0,4.107,4.107,4.107,90.0,90.0,90.0,-1.411
1307,1385,-1.909,0.109,11.16,0.0,5.295,5.295,5.295,62.8,62.8,62.8,-0.55
1308,1386,-3.691,0.0,13.299,4.134,5.6610000000000005,5.809,8.087,90.0,90.0,90.0,6.2010000000000005
1309,1388,-0.778,0.18,11.314,0.0,5.105,5.26,8.427,90.0,90.0,90.0,-3.294
1310,1389,-1.806,0.652,9.452,0.0,3.615,3.615,3.615,90.0,90.0,90.0,-1.638
1311,1390,-0.8420000000000001,0.71,10.618,0.0,3.758,3.758,3.758,90.0,90.0,90.0,0.012
1312,1391,0.152,1.117,12.796,0.0,4.0,4.0,4.0,90.0,90.0,90.0,-3.04
1313,1392,-1.021,1.146,7.332000000000002,0.0,3.322,3.322,3.322,90.0,90.0,90.0,-1.342
1314,1394,0.174,2.186,16.116,0.0,4.319,4.319,4.319,90.0,90.0,90.0,-17.049
1315,1397,-1.136,0.225,12.169,0.0,5.404,5.444,8.272,90.0,90.0,90.0,-6.3889999999999985
1316,1398,-2.463,0.206,14.287,1.584,5.697,5.723,8.764,90.0,90.0,90.0,-6.169
1317,1399,-0.6509999999999999,0.812,9.292,0.0,3.595,3.595,3.595,90.0,90.0,90.0,-1.547
1318,1400,-1.145,0.92,12.253,0.0,3.9419999999999997,3.9419999999999997,3.9419999999999997,90.0,90.0,90.0,-2.381
1319,1402,0.413,1.571,16.651,0.0,4.367,4.367,4.367,90.0,90.0,90.0,-11.216
1320,1403,-1.335,1.4480000000000002,15.497,0.0,4.263,4.263,4.263,90.0,90.0,90.0,-5.519
1321,1404,-1.331,1.464,13.992,0.0,4.12,4.12,4.12,90.0,90.0,90.0,-5.831
1322,1405,-2.13,0.28600000000000003,13.439,0.232,5.643,5.67,8.401,90.0,90.0,90.0,-7.932
1323,1406,-0.936,0.7140000000000001,10.338,0.0,3.725,3.725,3.725,90.0,90.0,90.0,-1.446
1324,1407,-0.979,0.898,10.419,0.0,3.735,3.735,3.735,90.0,90.0,90.0,-3.176
1325,1408,-2.587,0.179,12.88,1.638,5.532,5.565,8.369,90.0,90.0,90.0,-5.8370000000000015
1326,1410,-2.22,0.691,13.214,0.0,4.043,4.043,4.043,90.0,90.0,90.0,0.664
1327,1411,-0.812,0.195,12.624,0.0,5.322,5.442,8.718,90.0,90.0,90.0,-8.749
1328,1412,-1.2990000000000002,1.49,18.12,0.0,4.4910000000000005,4.4910000000000005,4.4910000000000005,90.0,90.0,90.0,-6.084
1329,1414,-0.426,0.878,11.220999999999998,0.0,3.8280000000000003,3.8280000000000003,3.8280000000000003,90.0,90.0,90.0,-0.962
1330,1416,-2.577,0.17800000000000002,14.207,1.742,5.688,5.694,8.774,90.0,90.0,90.0,-6.303
1331,1417,-1.175,0.376,8.67,0.0,4.805,5.041,7.159,90.0,90.0,90.0,-5.4510000000000005
1332,1420,-1.138,0.695,10.255999999999998,0.0,3.715,3.715,3.715,90.0,90.0,90.0,-1.399
1333,1421,-1.736,0.204,10.999,0.0,5.404,5.404,5.404,59.4,59.4,59.4,3.347
1334,1423,-2.137,0.205,11.027,0.0,5.289,5.4479999999999995,7.654,90.0,90.0,90.0,3.879
1335,1425,-0.519,0.815,9.512,0.0,3.623,3.623,3.623,90.0,90.0,90.0,-2.889
1336,1427,-0.7190000000000001,0.629,11.449000000000002,0.0,3.8539999999999996,3.8539999999999996,3.8539999999999996,90.0,90.0,90.0,1.017
1337,1431,-2.532,0.195,13.470999999999998,1.787,5.614,5.62,8.539,90.0,90.0,90.0,-6.9929999999999986
1338,1433,-0.185,0.988,12.075,0.0,3.923,3.923,3.923,90.0,90.0,90.0,-2.384
1339,1436,-1.072,0.561,12.073,0.0,3.923,3.923,3.923,90.0,90.0,90.0,1.515
1340,1437,-0.455,0.8370000000000001,11.49,0.0,3.859,3.859,3.859,90.0,90.0,90.0,-1.01
1341,1441,-1.908,0.594,8.664,0.0,3.512,3.512,3.512,90.0,90.0,90.0,3.687
1342,1444,-1.978,0.21,14.629,0.0,5.582000000000001,5.7829999999999995,9.064,90.0,90.0,90.0,-8.054
1343,1445,-2.2880000000000003,0.272,11.095,0.0,5.178,5.767,7.432,90.0,90.0,90.0,4.7
1344,1446,-1.188,1.455,15.678,0.0,4.28,4.28,4.28,90.0,90.0,90.0,-5.3439999999999985
1345,1447,-1.475,0.153,10.405,0.0,5.135,5.372999999999999,7.542999999999999,90.0,90.0,90.0,2.881
1346,1448,-0.652,0.7709999999999999,13.545,0.0,4.0760000000000005,4.0760000000000005,4.0760000000000005,90.0,90.0,90.0,0.539
1347,1450,-2.033,0.5670000000000001,11.18,0.0,3.824,3.824,3.824,90.0,90.0,90.0,1.521
1348,1451,-1.146,0.14800000000000002,12.604,0.664,5.457999999999999,5.471,8.441,90.0,90.0,90.0,-5.325
1349,1452,-1.45,1.3730000000000002,14.675,0.0,4.187,4.187,4.187,90.0,90.0,90.0,-4.947
1350,1457,-2.132,0.252,12.484000000000002,0.0,5.523,5.641,8.013,90.0,90.0,90.0,-6.404
1351,1458,-0.065,1.467,15.474,0.0,4.261,4.261,4.261,90.0,90.0,90.0,-8.42
1352,1459,-2.02,0.768,13.774,0.0,4.099,4.099,4.099,90.0,90.0,90.0,-0.155
1353,1460,-2.8560000000000003,0.057,15.888,2.9960000000000004,4.54,6.777,10.328,90.0,90.0,90.0,-2.9810000000000003
1354,1461,-0.976,0.187,11.287,0.0,5.138999999999999,5.195,8.455,90.0,90.0,90.0,-4.033
1355,1462,-1.81,0.873,9.633,0.0,3.638,3.638,3.638,90.0,90.0,90.0,-2.101
1356,1463,-0.972,0.802,10.91,0.0,3.793,3.793,3.793,90.0,90.0,90.0,1.189
1357,1464,-0.05,1.141,13.124,0.0,4.033,4.033,4.033,90.0,90.0,90.0,-0.5710000000000001
1358,1465,-0.962,1.4,7.415,0.0,3.3339999999999996,3.3339999999999996,3.3339999999999996,90.0,90.0,90.0,-1.46
1359,1466,-2.144,0.086,16.180999999999994,0.0,5.417999999999999,6.343,9.417,90.0,90.0,90.0,-6.223
1360,1467,-1.127,1.11,8.033,0.0,3.425,3.425,3.425,90.0,90.0,90.0,-3.958
1361,1468,-1.645,0.153,15.009,1.6,5.372999999999999,6.159,9.071,90.0,90.0,90.0,-1.408
1362,1469,-2.225,0.173,12.78,0.0,5.274,5.665,8.555,90.0,90.0,90.0,-7.54
1363,1470,-1.364,0.202,12.293,0.0,5.318,5.556,8.321,90.0,90.0,90.0,-6.244
1364,1471,-2.702,0.151,15.64,3.276,6.35,6.35,6.35,54.2,54.2,54.2,-4.648
1365,1472,0.188,1.865,18.073,0.0,4.487,4.487,4.487,90.0,90.0,90.0,-11.419
1366,1473,-1.394,0.897,10.66,0.0,3.763,3.763,3.763,90.0,90.0,90.0,-1.107
1367,1474,0.297,1.911,17.095,0.0,4.405,4.405,4.405,90.0,90.0,90.0,-9.033
1368,1475,-0.4370000000000001,0.936,9.964,0.0,3.68,3.68,3.68,90.0,90.0,90.0,-3.683
1369,1476,-1.6230000000000002,1.365,16.516,0.0,4.355,4.355,4.355,90.0,90.0,90.0,-4.6530000000000005
1370,1477,-1.666,1.341,15.944,0.0,4.303999999999999,4.303999999999999,4.303999999999999,90.0,90.0,90.0,-4.6530000000000005
1371,1478,-2.389,0.054000000000000006,13.375,0.695,5.225,5.829,8.783,90.0,90.0,90.0,-6.403
1372,1479,-0.988,0.889,10.572,0.0,3.753,3.753,3.753,90.0,90.0,90.0,-2.251
1373,1480,-1.034,1.067,10.858,0.0,3.787,3.787,3.787,90.0,90.0,90.0,-3.944
1374,1481,-2.822,0.17600000000000002,13.7,3.228,5.996,5.996,5.996,55.6,55.6,55.6,-4.671
1375,1482,-1.238,0.6679999999999999,10.316,0.0,3.722,3.722,3.722,90.0,90.0,90.0,1.949
1376,1483,-2.349,0.654,13.565,0.0,4.078,4.078,4.078,90.0,90.0,90.0,0.75
1377,1484,0.11,1.3430000000000002,14.145,0.0,4.135,4.135,4.135,90.0,90.0,90.0,-5.349
1378,1485,-1.649,1.349,16.417,0.0,4.346,4.346,4.346,90.0,90.0,90.0,-4.627
1379,1486,-0.6579999999999999,1.315,13.768,0.0,4.098,4.098,4.098,90.0,90.0,90.0,-5.324
1380,1487,-0.682,0.848,11.978,0.0,3.912,3.912,3.912,90.0,90.0,90.0,1.044
1381,1488,-1.386,0.257,15.222,1.887,5.73,6.7589999999999995,7.86,90.0,90.0,90.0,-14.002
1382,1489,-2.807,0.128,15.84,3.337,6.404,6.404,6.404,53.7,53.7,53.7,-4.204
1383,1490,-0.355,1.439,8.755,0.0,3.5239999999999996,3.5239999999999996,3.5239999999999996,90.0,90.0,90.0,-5.544
1384,1491,-1.7380000000000002,1.293,15.276,0.0,4.243,4.243,4.243,90.0,90.0,90.0,-4.527
1385,1492,-0.946,1.321,10.928,0.0,3.795,3.795,3.795,90.0,90.0,90.0,-5.3039999999999985
1386,1493,-1.208,0.851,10.503,0.0,3.745,3.745,3.745,90.0,90.0,90.0,-1.828
1387,1494,-1.725,0.298,12.174,0.0,3.9339999999999997,3.9339999999999997,3.9339999999999997,90.0,90.0,90.0,4.552
1388,1495,-1.39,0.326,12.015999999999998,1.633,5.574,6.025,7.156000000000001,90.0,90.0,90.0,-10.839
1389,1496,-2.186,0.159,13.115,0.29600000000000004,3.963,3.963,4.175,90.0,90.0,90.0,4.928
1390,1497,-2.749,0.14300000000000002,14.98,3.279,6.254,6.254,6.254,54.3,54.3,54.3,-4.496
1391,1498,-0.575,0.994,9.735,0.0,3.6510000000000002,3.6510000000000002,3.6510000000000002,90.0,90.0,90.0,-3.142
1392,1499,-2.695,0.231,14.96,0.5489999999999999,6.146,6.146,6.146,56.2,56.2,56.2,1.275
1393,1500,-0.97,0.604,11.827,0.0,3.8960000000000004,3.8960000000000004,3.8960000000000004,90.0,90.0,90.0,3.04
1394,1501,-2.435,0.125,15.708,2.72,6.024,6.07,8.592,90.0,90.0,90.0,5.5870000000000015
1395,1503,-0.363,0.947,12.012,0.0,3.9160000000000004,3.9160000000000004,3.9160000000000004,90.0,90.0,90.0,-2.645
1396,1504,-2.776,0.136,14.693,3.372,6.202000000000001,6.202000000000001,6.202000000000001,54.5,54.5,54.5,-4.558
1397,1505,-2.728,0.147,15.29,3.177,6.2989999999999995,6.2989999999999995,6.2989999999999995,54.2,54.2,54.2,-4.886
1398,1506,-0.409,0.99,12.354,0.0,3.9530000000000003,3.9530000000000003,3.9530000000000003,90.0,90.0,90.0,-0.123
1399,1507,-2.799,0.096,15.101,1.347,5.3629999999999995,6.069,9.28,90.0,90.0,90.0,0.763
1400,1508,-1.371,0.254,16.762999999999998,1.967,5.779,7.022,8.261000000000001,90.0,90.0,90.0,-13.296
1401,1509,-1.394,0.425,11.944,0.0,3.909,3.909,3.909,90.0,90.0,90.0,4.492
1402,1510,-0.65,0.867,11.785,0.0,3.891,3.891,3.891,90.0,90.0,90.0,-0.916
1403,1511,-0.923,0.6970000000000001,11.697,0.0,3.8819999999999997,3.8819999999999997,3.8819999999999997,90.0,90.0,90.0,1.601
1404,1512,-1.237,0.604,12.736,0.0,3.9930000000000003,3.9930000000000003,3.9930000000000003,90.0,90.0,90.0,2.604
1405,1513,-1.744,1.21,13.008,0.0,4.022,4.022,4.022,90.0,90.0,90.0,-4.511
1406,1514,-1.882,0.662,8.921,0.0,3.5460000000000003,3.5460000000000003,3.5460000000000003,90.0,90.0,90.0,3.184
1407,1515,-2.776,0.151,14.206,3.133,6.069,6.069,6.069,55.6,55.6,55.6,-4.673
1408,1516,-1.166,0.777,12.978,0.0,4.018,4.018,4.018,90.0,90.0,90.0,0.718
1409,1517,-2.191,0.192,14.390999999999998,0.0,5.305,5.986000000000001,9.064,90.0,90.0,90.0,-6.999
1410,1518,-2.396,0.146,12.719,0.989,3.966,3.966,4.044,90.0,90.0,90.0,5.7570000000000014
1411,1519,-2.708,0.139,13.53,3.176,5.972,5.972,5.972,55.6,55.6,55.6,-4.648
1412,1520,-1.49,0.325,10.321,0.0,5.131,5.131,5.131,63.6,63.6,63.6,3.708
1413,1521,-0.953,0.6829999999999999,13.607,0.0,4.082,4.082,4.082,90.0,90.0,90.0,1.445
1414,1522,-2.295,0.948,18.411,0.0,4.515,4.515,4.515,90.0,90.0,90.0,-0.24
1415,1523,-2.1,0.546,11.481,0.0,3.858,3.858,3.858,90.0,90.0,90.0,1.1740000000000002
1416,1524,-1.3769999999999998,0.142,12.615,0.21600000000000005,5.393,5.52,8.475,90.0,90.0,90.0,-5.6179999999999986
1417,1525,-1.702,1.314,15.834,0.0,4.294,4.294,4.294,90.0,90.0,90.0,-4.551
1418,1526,-2.623,0.369,16.167,2.492,4.308,4.332,4.332,90.0,90.0,90.0,4.188
1419,1527,-1.719,0.6459999999999999,10.861,0.0,3.787,3.787,3.787,90.0,90.0,90.0,1.138
1420,1528,-1.84,0.19,12.222,0.0,3.9389999999999996,3.9389999999999996,3.9389999999999996,90.0,90.0,90.0,5.2570000000000014
1421,1529,-2.835,0.134,13.399,3.344,5.952000000000001,5.952000000000001,5.952000000000001,55.6,55.6,55.6,-5.202000000000001
1422,1530,-2.358,0.096,12.389,0.0,5.187,5.641,8.468,90.0,90.0,90.0,-6.984
1423,1531,-0.512,1.231,10.826,0.0,3.783,3.783,3.783,90.0,90.0,90.0,-4.9460000000000015
1424,1532,-2.173,0.7070000000000001,14.219,0.0,4.143,4.143,4.143,90.0,90.0,90.0,0.185
1425,1533,-2.225,1.461,20.281,0.0,4.663,4.663,4.663,90.0,90.0,90.0,1.081
1426,1534,-1.484,0.525,13.023,0.0,4.023,4.023,4.023,90.0,90.0,90.0,-0.407
1427,1535,-3.569,-0.041,10.339,5.604,5.221,5.332999999999999,7.428,90.0,90.0,90.0,6.35
1428,1536,-1.959,0.66,12.804,0.0,4.0,4.0,4.0,90.0,90.0,90.0,2.291
1429,1537,-1.348,0.727,13.762,0.0,4.098,4.098,4.098,90.0,90.0,90.0,-0.5
1430,1538,-2.513,0.779,8.405,2.803,3.477,3.477,3.477,90.0,90.0,90.0,5.367000000000001
1431,1539,-2.809,0.268,18.822,0.619,6.507000000000001,6.792999999999999,8.517000000000001,90.0,90.0,90.0,-6.988
1432,1540,-2.741,0.341,9.075,0.0,5.025,5.08,7.111000000000001,90.0,90.0,90.0,-0.7709999999999999
1433,1541,-1.581,1.053,16.633,0.0,4.365,4.365,4.365,90.0,90.0,90.0,1.002
1434,1542,-2.207,0.98,13.96,0.0,4.117,4.117,4.117,90.0,90.0,90.0,-2.579
1435,1543,-1.652,0.738,13.727,0.0,4.093999999999999,4.093999999999999,4.093999999999999,90.0,90.0,90.0,-0.848
1436,1544,-2.371,1.285,18.68,0.4320000000000001,4.537,4.537,4.537,90.0,90.0,90.0,-2.684
1437,1546,-3.185,-0.048,11.300999999999998,2.406,5.307,5.585,7.625,90.0,90.0,90.0,4.365
1438,1548,-2.263,0.043,11.178,0.0,5.251,5.86,7.265,90.0,90.0,90.0,0.875
1439,1549,-2.964,0.858,15.526,1.71,4.266,4.266,4.266,90.0,90.0,90.0,1.644
1440,1550,-3.062,0.7829999999999999,15.015,1.779,4.218999999999999,4.218999999999999,4.218999999999999,90.0,90.0,90.0,4.376
1441,1551,-2.193,1.062,15.453,0.0,4.2589999999999995,4.2589999999999995,4.2589999999999995,90.0,90.0,90.0,-2.044
1442,1552,-2.766,-0.023,11.439,1.164,5.33,5.614,7.646,90.0,90.0,90.0,3.384
1443,1553,-2.954,0.045,11.244000000000002,4.008,5.305,5.571000000000001,7.608,90.0,90.0,90.0,4.584
1444,1554,-2.85,0.943,16.115,1.454,4.319,4.319,4.319,90.0,90.0,90.0,0.68
1445,1555,-2.259,0.5579999999999999,11.688,0.0,3.8810000000000002,3.8810000000000002,3.8810000000000002,90.0,90.0,90.0,2.902
1446,1556,-3.4330000000000003,0.211,12.640999999999998,0.0,5.492000000000001,6.0760000000000005,7.5760000000000005,90.0,90.0,90.0,4.652
1447,1557,-1.236,0.8420000000000001,14.726,0.0,4.191,4.191,4.191,90.0,90.0,90.0,-0.7909999999999999
1448,1558,-3.015,0.818,15.277,1.648,4.243,4.243,4.243,90.0,90.0,90.0,1.857
1449,1559,-2.182,0.636,13.283,1.499,4.05,4.05,4.05,90.0,90.0,90.0,2.787
1450,1560,-1.696,0.68,12.398,0.0,3.958,3.958,3.958,90.0,90.0,90.0,-0.662
1451,1561,-2.024,0.449,18.295,0.0,6.0120000000000005,6.053999999999999,10.052,90.0,90.0,90.0,-3.78
1452,1562,-2.4930000000000003,1.259,18.403,0.402,4.515,4.515,4.515,90.0,90.0,90.0,-2.66
1453,1563,-2.269,0.31,10.592,0.0,5.0,5.797999999999999,7.308,90.0,90.0,90.0,-1.128
1454,1564,-3.2030000000000003,0.674,14.345,1.993,4.155,4.155,4.155,90.0,90.0,90.0,4.72
1455,1565,-2.91,0.174,11.581,0.0,5.347,5.732,7.558,90.0,90.0,90.0,-1.244
1456,1566,-2.944,0.002,11.491,0.23,5.319,5.74,7.527,90.0,90.0,90.0,3.6
1457,1567,-2.33,0.55,12.4,0.0,3.958,3.958,3.958,90.0,90.0,90.0,1.977
1458,1568,-1.489,0.996,12.166,0.0,3.9330000000000003,3.9330000000000003,3.9330000000000003,90.0,90.0,90.0,-2.569
1459,1569,-2.654,0.539,13.069,0.0,4.0280000000000005,4.0280000000000005,4.0280000000000005,90.0,90.0,90.0,3.349
1460,1570,-2.551,1.155,17.658,0.78,4.453,4.453,4.453,90.0,90.0,90.0,-1.457
1461,1571,-2.39,0.003,10.708,0.0,5.216,5.505,7.459,90.0,90.0,90.0,1.181
1462,1572,-2.632,1.005,17.305999999999994,0.0,4.423,4.423,4.423,90.0,90.0,90.0,2.533
1463,1573,-1.743,0.698,12.242,0.0,3.9410000000000003,3.9410000000000003,3.9410000000000003,90.0,90.0,90.0,0.333
1464,1574,-2.426,0.8640000000000001,17.779,0.0,4.463,4.463,4.463,90.0,90.0,90.0,2.874
1465,1575,-1.554,0.96,15.508,0.0,4.263999999999999,4.263999999999999,4.263999999999999,90.0,90.0,90.0,0.631
1466,1576,-2.194,0.036000000000000004,12.113,0.0,5.422999999999999,5.9110000000000005,7.558,90.0,90.0,90.0,0.096
1467,1577,-2.641,1.093,17.185,1.137,4.413,4.413,4.413,90.0,90.0,90.0,-0.871
1468,1578,-2.468,1.217,18.13,0.601,4.492,4.492,4.492,90.0,90.0,90.0,-2.045
1469,1579,-1.608,0.636,12.949000000000002,0.0,4.015,4.015,4.015,90.0,90.0,90.0,-0.3670000000000001
1470,1580,-2.673,1.04,16.632,0.0,4.365,4.365,4.365,90.0,90.0,90.0,0.039
1471,1581,-1.993,0.472,19.903,0.0,6.026,6.051,10.915999999999999,90.0,90.0,90.0,-3.254
1472,1582,-1.956,0.757,12.322,0.0,3.95,3.95,3.95,90.0,90.0,90.0,0.537
1473,1583,-2.408,-0.044,11.717,0.966,5.291,5.787000000000001,7.654,90.0,90.0,90.0,0.071
1474,1584,-1.957,0.526,12.032,0.0,3.918,3.918,3.918,90.0,90.0,90.0,0.899
1475,1585,-1.794,0.957,14.94,0.0,4.212,4.212,4.212,90.0,90.0,90.0,1.234
1476,1586,-3.789,0.011,12.399,4.618,5.462000000000001,5.744,7.903,90.0,90.0,90.0,5.136
1477,1587,-2.6660000000000004,0.6809999999999999,10.145,0.0,3.702,3.702,3.702,90.0,90.0,90.0,4.651
1478,1588,-2.697,1.05,16.867,1.3430000000000002,4.385,4.385,4.385,90.0,90.0,90.0,-0.462
1479,1589,-2.062,0.777,13.873,0.0,4.109,4.109,4.109,90.0,90.0,90.0,2.372
1480,1590,-2.867,0.266,16.796,0.0,5.867999999999999,5.882000000000001,9.732000000000001,90.0,90.0,90.0,-3.373
1481,1591,-2.7310000000000003,0.5770000000000001,12.86,0.0,4.006,4.006,4.006,90.0,90.0,90.0,3.388
1482,1592,-2.778,0.899,15.81,1.582,4.292,4.292,4.292,90.0,90.0,90.0,1.004
1483,1593,-2.132,0.529,12.216,0.0,3.938,3.938,3.938,90.0,90.0,90.0,1.449
1484,1594,-1.48,1.067,15.202,0.0,4.236000000000001,4.236000000000001,4.236000000000001,90.0,90.0,90.0,0.972
1485,1595,-2.822,0.985,18.865,0.0,4.552,4.552,4.552,90.0,90.0,90.0,2.501
1486,1596,-3.45,0.036000000000000004,11.654000000000002,0.0,5.341,5.687,7.675,90.0,90.0,90.0,4.865
1487,1597,-2.271,0.094,14.239,1.12,5.626,5.984,8.458,90.0,90.0,90.0,0.6859999999999999
1488,1598,-3.122,0.74,14.761,1.964,4.195,4.195,4.195,90.0,90.0,90.0,4.498
1489,1599,-2.6210000000000004,0.994,16.910999999999998,0.0,4.388999999999999,4.388999999999999,4.388999999999999,90.0,90.0,90.0,2.093
1490,1600,-3.255,-0.044,11.626,1.258,5.336,5.697,7.649,90.0,90.0,90.0,4.106
1491,1601,-2.25,0.728,12.45,0.0,3.963,3.963,3.963,90.0,90.0,90.0,1.535
1492,1602,-2.94,0.86,15.525,1.911,4.266,4.266,4.266,90.0,90.0,90.0,1.453
1493,1603,-2.441,0.8590000000000001,13.821,0.0,4.104,4.104,4.104,90.0,90.0,90.0,-1.69
1494,1604,-2.434,0.122,11.486,0.0,5.274,5.792000000000001,7.52,90.0,90.0,90.0,-0.05
1495,1605,-3.015,0.525,14.033,0.0,4.125,4.125,4.125,90.0,90.0,90.0,4.296
1496,1606,-2.55,0.09,16.432000000000002,0.0,5.917999999999999,6.3,8.815,90.0,90.0,90.0,-3.55
1497,1607,-0.019,1.22,12.768,0.0,3.997,3.997,3.997,90.0,90.0,90.0,-3.423
1498,1608,-1.786,0.706,10.092,0.0,3.695,3.695,3.695,90.0,90.0,90.0,-0.233
1499,1609,-0.938,0.6779999999999999,11.579,0.0,3.8689999999999998,3.8689999999999998,3.8689999999999998,90.0,90.0,90.0,1.5830000000000002
1500,1610,-0.054000000000000006,1.173,13.171,0.0,4.038,4.038,4.038,90.0,90.0,90.0,-0.8859999999999999
1501,1611,-0.847,1.315,7.68,0.0,3.3739999999999997,3.3739999999999997,3.3739999999999997,90.0,90.0,90.0,-0.659
1502,1612,-2.394,0.131,17.277,3.093,5.186,6.053,11.005999999999998,90.0,90.0,90.0,-7.41
1503,1613,-1.021,1.2990000000000002,8.262,0.0,3.457,3.457,3.457,90.0,90.0,90.0,-4.938
1504,1614,-0.718,0.96,15.486,0.0,4.262,4.262,4.262,90.0,90.0,90.0,0.5710000000000001
1505,1617,-2.466,0.228,15.220999999999998,0.0,5.774,6.138999999999999,8.589,90.0,90.0,90.0,-4.155
