,Unnamed: 0,pf_n,pf_p,s_n,s_p,m_n,m_p
1501,1502,0.0727,0.0121,-674.0,768.0,17.6,106.0
1502,1503,0.264,0.153,-651.0,671.0,18.8,22.9
1503,1504,0.369,0.223,-681.0,673.0,49.5,5.88
1504,1505,0.917,0.22,-400.0,648.0,0.493,2.59
1505,1506,0.667,0.0192,-501.0,791.0,1.08,1560.0
1506,1507,0.259,0.0769,-678.0,695.0,192.0,21.2
1507,1508,1.0,1.28,-566.0,455.0,7.2,0.956
1508,1509,1.95,1.62,-448.0,347.0,0.322,0.349
1509,1510,0.377,0.196,-716.0,775.0,4.65,14.4
1510,1511,0.591,0.0612,-499.0,762.0,1.31,11.9
1511,1512,0.758,1.48,-529.0,530.0,1.07,0.5539999999999999
1512,1513,0.0745,0.126,-762.0,749.0,28.2,17.3
1513,1514,0.238,0.435,-752.0,770.0,6.7,3.67
1514,1515,1.24,0.272,-567.0,741.0,0.732,3.33
1515,1516,0.494,0.623,-760.0,753.0,3.29,2.61
1516,1517,0.847,0.221,-417.0,743.0,0.579,2.22
1517,1518,1.34,0.276,-561.0,741.0,0.664,3.22
1518,1519,0.8440000000000001,0.0731,-433.0,826.0,0.625,7.71
1519,1520,0.412,0.747,-771.0,744.0,4.07,2.24
1520,1521,1.09,0.152,-300.0,721.0,0.231,1.66
1521,1522,1.55,1.97,-433.0,407.0,1400.0,1000.0
1522,1523,1.02,0.118,-334.0,752.0,0.307,2.66
1523,1524,0.211,0.0611,-672.0,790.0,63.9,20.9
1524,1525,0.951,0.14,-373.0,738.0,0.412,3.1
1525,1526,0.0879,0.466,-797.0,728.0,20.3,3.84
1526,1527,0.725,0.102,-623.0,711.0,5.12,95.2
1527,1528,0.8690000000000001,0.0109,-456.0,844.0,0.679,141.0
1528,1529,0.108,0.259,-777.0,748.0,18.4,7.57
1529,1530,0.966,0.5760000000000001,-626.0,662.0,1.54,2.1
1530,1531,0.933,0.282,-505.0,650.0,0.7829999999999999,3.62
1531,1532,0.672,0.0289,-426.0,820.0,0.76,17.7
1532,1533,0.949,0.0675,-398.0,837.0,0.473,1960.0
1533,1534,1.38,0.34,-399.0,727.0,2.02,7.35
1534,1535,0.294,0.0269,-735.0,856.0,19.3,63.7
1535,1536,0.721,0.26,-622.0,764.0,29.4,4.29
1536,1537,0.7490000000000001,0.542,-635.0,577.0,2.12,2.14
1537,1538,1.19,1.04,-490.0,587.0,0.6990000000000001,0.6509999999999999
1538,1539,1.21,0.4320000000000001,-406.0,574.0,0.722,1.56
1539,1540,0.649,0.255,-494.0,703.0,1.07,2.8
1540,1541,0.551,0.802,-577.0,602.0,2.26,4.63
1541,1542,0.5920000000000001,0.813,-581.0,610.0,2.6,4.05
1542,1543,0.0927,1.78,-701.0,534.0,16.3,2.48
1543,1544,0.0276,0.523,-877.0,679.0,59400.0,4.47
1544,1545,1.09,0.584,-583.0,695.0,0.968,1.93
1545,1546,0.285,0.46,-768.0,703.0,18.1,5.96
1546,1547,0.385,0.128,-737.0,774.0,9.24,12.5
1547,1548,0.64,0.304,-688.0,739.0,2.56,4.74
1548,1549,0.88,0.14300000000000002,-560.0,763.0,102.0,100.0
1549,1550,0.537,1.36,-590.0,532.0,910.0,385.0
1550,1551,0.34,0.0603,-608.0,730.0,6.17,21.5
1551,1552,1.18,0.403,-373.0,617.0,0.439,2.0
1552,1553,0.985,0.0408,-373.0,734.0,0.398,17.2
1553,1554,0.877,0.0542,-418.0,791.0,0.56,10.6
1554,1555,0.936,0.0334,-377.0,729.0,0.429,12.8
1555,1556,0.994,0.0283,-340.0,747.0,0.329,11.5
1556,1557,0.85,0.1,-416.0,750.0,0.573,4.87
1557,1558,1.17,1.44,-666.0,531.0,1.16,0.967
1558,1559,0.763,0.5720000000000001,-709.0,695.0,1.85,2.48
1559,1560,1.15,0.342,-721.0,776.0,1.3,4.31
1560,1561,0.0763,0.0992,-681.0,674.0,24.3,15.2
1561,1562,0.804,0.0545,-414.0,746.0,0.606,10.8
1562,1563,0.843,0.555,-499.0,719.0,17.9,8.54
1563,1564,0.469,0.7909999999999999,-682.0,600.0,3.27,4.48
1564,1565,0.156,0.165,-723.0,746.0,1990.0,26.6
1565,1566,0.411,0.295,-636.0,733.0,79.0,3.89
1566,1567,0.0546,0.856,-677.0,520.0,31.5,2.03
1567,1568,1.21,0.43,-524.0,719.0,0.642,1.8
1568,1569,0.268,0.4970000000000001,-705.0,675.0,6.55,12.7
1569,1570,0.423,0.322,-689.0,730.0,18.7,4.7
1570,1571,0.841,0.0156,-437.0,885.0,0.639,40.1
1571,1572,1.12,0.185,-505.0,661.0,1.37,4.64
1572,1573,0.631,0.669,-687.0,640.0,2.35,2.34
1573,1574,1.33,0.436,-457.0,562.0,0.467,1.85
1574,1575,0.0732,0.0854,-751.0,845.0,27.8,1730.0
1575,1576,0.609,0.47,-632.0,655.0,3.19,4.32
1576,1577,0.373,0.061,-679.0,765.0,4.85,21.5
1577,1578,0.413,0.1,-669.0,687.0,19.2,19.8
1578,1579,1.04,0.455,-449.0,634.0,1.06,1.3
1579,1580,0.971,0.175,-363.0,743.0,0.383,2.12
1580,1581,0.192,0.184,-610.0,608.0,7.27,469.0
1581,1582,0.165,0.113,-721.0,718.0,15.9,22.2
1582,1583,0.184,0.085,-709.0,745.0,12.7,21.8
1583,1584,0.35600000000000004,0.0289,-622.0,798.0,3.63,50.1
1584,1585,0.877,0.0164,-411.0,803.0,0.544,163.0
1585,1586,0.634,0.0328,-459.0,697.0,0.946,22.2
1586,1587,0.917,0.0428,-391.0,773.0,0.471,42.1
1587,1588,0.184,0.0656,-743.0,797.0,23.2,135.0
1588,1589,0.35700000000000004,0.00626,-635.0,793.0,17.1,257.0
1589,1590,0.993,0.327,-600.0,638.0,2.0,3.8
1590,1591,1.07,0.738,-641.0,577.0,1.7,2.07
1591,1592,1.13,0.62,-534.0,557.0,1.06,1.63
1592,1593,1.31,1.11,-654.0,597.0,5.51,1.75
1593,1594,1.43,0.29,-402.0,668.0,0.33,1.89
1594,1595,0.508,0.236,-749.0,819.0,4.11,6.92
1595,1596,1.1,0.475,-529.0,651.0,0.72,2.05
1596,1597,1.35,0.5379999999999999,-539.0,700.0,0.7170000000000001,3.76
1597,1598,0.4920000000000001,0.391,-584.0,719.0,62.0,3.06
1598,1599,0.799,0.112,-449.0,763.0,0.8240000000000001,8.06
1599,1600,0.7609999999999999,0.228,-418.0,641.0,0.6509999999999999,7.6
1600,1601,2.38,0.515,-487.0,610.0,150.0,7.22
1601,1602,0.7759999999999999,0.536,-453.0,490.0,0.755,1.14
1602,1603,0.649,0.172,-654.0,688.0,3.09,13.5
1603,1604,1.37,1.16,-695.0,573.0,1.2,1.18
1604,1605,0.922,0.0721,-402.0,756.0,0.495,25.7
1605,1606,1.14,0.555,-487.0,707.0,1.07,839.0
1606,1607,0.236,0.0411,-677.0,706.0,6.41,33.6
1607,1608,0.8079999999999999,0.0406,-419.0,800.0,0.612,22.6
1608,1609,0.342,0.127,-658.0,761.0,4.3,13.8
1609,1610,1.02,0.433,-353.0,510.0,0.355,2.08
1610,1611,0.00983,0.848,-853.0,621.0,242.0,6.46
1611,1612,0.7290000000000001,0.388,-581.0,610.0,1.38,2.73
1612,1613,0.407,0.18600000000000005,-738.0,730.0,4.53,14.6
1613,1614,0.171,0.0291,-608.0,759.0,7.1,52.5
1614,1615,0.556,0.15,-559.0,626.0,2.31,5.9
1615,1616,0.696,0.409,-423.0,503.0,0.85,1.36
1616,1617,0.125,0.5670000000000001,-735.0,589.0,502.0,4.06
1617,1618,1.08,0.0789,-329.0,731.0,0.28800000000000003,6.47
1618,1619,0.912,0.0432,-396.0,776.0,0.485,10.9
1619,1620,1.39,0.419,-511.0,638.0,0.5760000000000001,5.27
1620,1621,0.8320000000000001,0.0652,-437.0,753.0,0.705,9.81
1621,1622,0.433,0.324,-698.0,708.0,4.6,5.59
1622,1623,0.6609999999999999,0.403,-620.0,697.0,1.94,3.55
1623,1624,1.16,0.214,-304.0,524.0,0.229,1.72
1624,1625,1.68,0.63,-611.0,621.0,2.29,3.23
1625,1626,0.131,0.0983,-792.0,794.0,23.8,36.5
1626,1627,0.964,0.0458,-353.0,770.0,0.3670000000000001,8.78
1627,1628,1.04,0.308,-500.0,653.0,0.6809999999999999,5.07
1628,1629,0.945,0.0227,-378.0,788.0,0.428,39.6
1629,1630,0.255,0.12,-739.0,731.0,40.8,36.7
1630,1631,0.7,0.0148,-465.0,820.0,0.875,42.7
1631,1632,1.75,0.5379999999999999,-287.0,485.0,16.6,0.619
1632,1633,1.08,0.494,-541.0,596.0,1.12,3.28
1633,1634,0.55,0.0302,-535.0,832.0,1.49,29.4
1634,1635,0.0681,0.111,-774.0,748.0,44.2,18.2
1635,1636,1.65,0.645,-236.0,329.0,0.0961,0.396
1636,1637,0.7759999999999999,0.0797,-594.0,706.0,3.01,13.6
1637,1638,0.7090000000000001,0.519,-515.0,576.0,1.28,2.54
1638,1639,1.14,0.318,-381.0,559.0,0.376,3.68
1639,1640,0.838,0.019,-430.0,851.0,0.623,36.4
1640,1641,0.433,0.0951,-652.0,890.0,4.87,382.0
1641,1642,0.929,0.187,-393.0,633.0,0.473,3.86
1642,1643,1.08,1.26,-517.0,495.0,2.02,2.94
1643,1644,0.279,0.152,-607.0,677.0,5.46,20.3
1644,1645,0.918,0.322,-582.0,708.0,1.17,3.38
1645,1646,0.508,0.0464,-558.0,855.0,2.13,47.4
1646,1647,0.0935,0.0571,-697.0,754.0,16.3,5870.0
1647,1648,1.71,0.315,-411.0,582.0,3.78,1.98
1648,1649,0.00328,0.0398,-743.0,790.0,1050.0,51.8
1649,1650,0.595,0.18600000000000005,-673.0,777.0,2.28,7.46
1650,1651,0.993,0.504,-582.0,647.0,0.999,8.68
1651,1652,0.385,0.0973,-705.0,795.0,4.49,16.0
1652,1653,2.07,0.757,-411.0,720.0,0.23,0.628
1653,1654,0.424,0.374,-638.0,610.0,8.55,40.8
1654,1655,0.917,0.28600000000000003,-420.0,552.0,0.557,1.76
1655,1656,0.565,0.226,-671.0,693.0,16.4,8.6
1656,1657,0.979,0.0499,-380.0,733.0,0.417,11.3
1657,1658,0.81,0.0724,-426.0,778.0,0.633,10.4
1658,1659,0.8140000000000001,0.0618,-430.0,795.0,0.6409999999999999,9.53
1659,1660,1.21,0.354,-567.0,710.0,0.7659999999999999,2.7
1660,1661,1.53,0.435,-521.0,611.0,0.5,1.89
1661,1662,0.502,0.0651,-572.0,787.0,2.03,18.7
1662,1663,0.892,0.0908,-412.0,747.0,0.546,9.89
1663,1664,0.8059999999999999,0.38,-584.0,628.0,1.83,9.84
1664,1665,0.684,0.645,-526.0,513.0,1.79,1.5
1665,1666,0.74,0.324,-690.0,702.0,2.53,5.15
1666,1667,0.787,0.013,-452.0,822.0,0.743,49.5
1667,1668,0.35100000000000003,1.01,-723.0,591.0,16.4,1.95
1668,1669,0.35,0.00826,-620.0,810.0,3.11,165.0
1669,1670,1.44,0.199,-383.0,612.0,0.316,2.76
1670,1671,0.643,0.26,-605.0,783.0,1.95,16.7
1671,1672,0.7759999999999999,0.0171,-447.0,724.0,0.75,42.3
1672,1673,1.06,0.0738,-334.0,685.0,0.301,4.34
1673,1674,0.0293,0.0448,-818.0,712.0,64.4,42.0
1674,1675,0.128,0.165,-766.0,791.0,13.8,2130.0
1675,1676,1.08,0.227,-595.0,632.0,5.85,5.09
1676,1677,1.4,0.445,-470.0,705.0,0.445,1.4
1677,1678,1.09,0.104,-310.0,654.0,0.249,2.93
1678,1679,1.2,0.564,-338.0,449.0,0.273,1.11
1679,1680,1.03,0.0585,-348.0,785.0,0.331,42.8
1680,1681,1.84,0.99,-486.0,530.0,0.361,0.6709999999999999
1681,1682,1.1,0.177,-489.0,612.0,2.22,5.36
1682,1683,0.949,0.0318,-382.0,749.0,0.435,18.8
1683,1684,0.33,0.112,-686.0,738.0,5.4,15.4
1684,1685,0.14300000000000002,0.147,-712.0,764.0,31.3,19.7
1685,1686,1.01,0.104,-380.0,716.0,0.403,4.14
1686,1687,0.809,0.266,-441.0,625.0,0.7240000000000001,2.14
1687,1688,0.3,0.234,-596.0,711.0,4.74,9.02
1688,1689,0.0171,0.0552,-700.0,698.0,164.0,39.1
1689,1690,0.873,0.0763,-425.0,758.0,0.612,9.45
1690,1691,0.782,0.0132,-430.0,774.0,0.667,45.7
1691,1692,0.279,0.227,-689.0,696.0,5.67,155.0
1692,1693,0.907,0.374,-420.0,606.0,0.6920000000000001,1.97
1693,1694,0.725,0.3,-489.0,682.0,0.947,4.94
1694,1695,1.15,0.142,-599.0,668.0,4.89,7.37
1695,1696,1.51,0.527,-526.0,557.0,6.84,2.73
1696,1697,0.815,0.8119999999999999,-560.0,629.0,1.34,3.98
1697,1698,0.113,0.0561,-755.0,793.0,15.8,30.0
1698,1699,0.29100000000000004,0.0539,-628.0,749.0,4.73,23.1
1699,1700,0.74,0.517,-456.0,541.0,0.908,2.28
1700,1701,0.738,0.124,-490.0,633.0,1.02,7.17
1701,1702,0.5720000000000001,0.436,-537.0,593.0,1.42,1.87
1702,1703,1.01,0.0632,-360.0,830.0,0.362,19.8
1703,1704,0.00614,0.0203,-692.0,726.0,440.0,82.8
1704,1705,0.0679,0.0144,-695.0,737.0,82.2,120.0
1705,1706,1.13,0.191,-344.0,576.0,0.29600000000000004,3.95
1706,1707,0.33,0.318,-636.0,602.0,6.6,10.2
1707,1708,0.813,0.0656,-429.0,817.0,0.637,9.31
1708,1709,0.0942,0.0847,-820.0,756.0,20.1,23.3
1709,1710,0.809,0.37,-439.0,621.0,0.672,1.47
1710,1711,0.114,0.15,-677.0,713.0,11.7,10.0
1711,1712,0.969,0.32299999999999995,-465.0,582.0,1.22,2.29
1712,1713,1.57,0.14,-331.0,679.0,0.531,3.22
1713,1714,0.0969,0.0158,-759.0,848.0,87.1,169.0
1714,1715,0.897,0.52,-562.0,670.0,1.5,80.5
1715,1716,0.325,0.0369,-628.0,736.0,15.5,202.0
1716,1717,0.8290000000000001,1.8,-599.0,410.0,1.33,0.563
1717,1718,0.528,0.753,-667.0,595.0,9.93,4.0
1718,1719,0.457,0.0407,-633.0,795.0,3.19,29.7
1719,1720,0.349,0.114,-668.0,793.0,15.1,12.5
1720,1721,1.03,0.0466,-365.0,847.0,0.365,18.8
1721,1722,0.93,0.27,-484.0,635.0,0.83,2.79
1722,1723,0.915,0.21,-451.0,690.0,0.794,4.29
1723,1724,0.883,0.488,-486.0,608.0,0.82,2.74
1724,1725,0.8959999999999999,0.056,-421.0,755.0,0.5820000000000001,46.7
1725,1726,1.78,0.489,-374.0,586.0,0.228,0.868
1726,1727,1.41,0.757,-425.0,495.0,0.422,0.747
1727,1728,0.599,0.718,-550.0,568.0,1.89,1.27
1728,1729,0.08900000000000001,0.366,-635.0,667.0,13.8,70.2
1729,1730,0.94,0.0669,-342.0,674.0,0.35100000000000003,4.93
1730,1731,1.23,1.69,-441.0,349.0,0.468,0.392
1731,1732,1.24,1.05,-330.0,350.0,0.252,0.39
1732,1733,1.15,1.45,-636.0,500.0,15.8,6.48
1733,1734,0.536,0.522,-614.0,613.0,2.86,4.32
1734,1735,1.52,0.244,-349.0,626.0,0.591,1.42
1735,1736,0.943,0.146,-367.0,621.0,0.403,3.41
1736,1737,1.08,0.104,-361.0,705.0,0.35100000000000003,19.0
1737,1738,0.835,0.00693,-427.0,844.0,0.614,74.0
1738,1739,0.78,0.35600000000000004,-500.0,672.0,1.15,2.32
1739,1740,0.5529999999999999,0.12,-588.0,711.0,3.96,9.8
1740,1741,0.408,0.125,-683.0,741.0,8.84,10.5
1741,1742,1.04,0.16699999999999998,-350.0,753.0,0.334,2.12
1742,1743,0.835,0.304,-437.0,658.0,0.6629999999999999,1.88
1743,1744,0.218,0.526,-677.0,599.0,6.07,4.83
1744,1745,0.588,0.16399999999999998,-627.0,725.0,2.01,9.02
1745,1746,0.996,0.0572,-362.0,799.0,0.373,19.8
1746,1747,1.15,0.449,-559.0,680.0,7.03,8.75
1747,1748,1.03,0.545,-441.0,534.0,0.687,1.49
1748,1749,0.0675,0.257,-746.0,801.0,264.0,756.0
1749,1750,0.00425,0.00842,-664.0,730.0,322.0,149.0
1750,1751,1.58,0.536,-265.0,315.0,0.406,0.605
1751,1752,0.284,0.0606,-629.0,810.0,3.94,40.3
1752,1753,0.246,0.16399999999999998,-702.0,718.0,5.65,10.8
1753,1754,1.01,0.201,-354.0,735.0,0.35,1.75
1754,1755,0.287,0.359,-735.0,682.0,6.48,6.17
1755,1756,0.0114,0.0392,-686.0,809.0,1110.0,126.0
1756,1757,1.06,0.0865,-328.0,669.0,0.28800000000000003,7.25
1757,1758,0.914,0.0317,-361.0,725.0,0.404,14.9
1758,1759,0.6890000000000001,0.162,-470.0,723.0,0.903,3.85
1759,1760,1.19,0.294,-428.0,592.0,1.15,2.75
1760,1761,0.598,0.0508,-582.0,764.0,2.58,19.9
1761,1762,0.146,0.595,-725.0,602.0,48.6,14.6
1762,1763,0.0504,0.0616,-722.0,737.0,36.6,25.4
1763,1764,0.88,0.155,-406.0,612.0,0.545,4.41
1764,1765,1.8,0.838,-706.0,586.0,3.99,2.66
1765,1766,0.152,0.214,-699.0,678.0,25.7,29.2
1766,1767,1.48,1.04,-370.0,456.0,0.7240000000000001,0.504
1767,1768,0.555,0.227,-554.0,761.0,1.78,3.88
1768,1769,0.424,0.945,-740.0,559.0,5.34,1.73
1769,1770,2.33,1.46,-553.0,604.0,18.5,26.3
1770,1771,0.941,0.0527,-392.0,794.0,0.46,8.47
1771,1772,1.04,0.264,-553.0,695.0,1.88,3.59
1772,1773,0.648,0.43,-548.0,562.0,1.86,6.61
1773,1774,1.14,0.594,-603.0,659.0,1.2,1.78
1774,1775,0.513,0.301,-583.0,607.0,3.49,35.8
1775,1776,0.0727,0.395,-698.0,619.0,25.0,12.8
1776,1777,0.773,0.488,-561.0,723.0,1.15,1.85
1777,1778,0.17800000000000002,0.0751,-766.0,832.0,12.2,25.2
1778,1779,1.03,0.0186,-310.0,764.0,0.264,17.6
1779,1780,0.7809999999999999,0.322,-471.0,578.0,0.917,1.96
1780,1781,0.852,0.0295,-420.0,797.0,0.585,56.0
1781,1782,0.985,0.00933,-410.0,734.0,0.484,57.0
1782,1783,0.542,0.177,-588.0,691.0,2.41,7.13
1783,1784,0.589,0.13,-571.0,747.0,2.02,17.5
1784,1785,1.08,0.35600000000000004,-349.0,509.0,0.34600000000000003,1.61
1785,1786,1.38,1.47,-524.0,437.0,0.5760000000000001,0.794
1786,1787,1.39,0.74,-408.0,489.0,0.34700000000000003,0.696
1787,1788,1.33,0.8490000000000001,-426.0,481.0,0.398,0.6579999999999999
1788,1789,0.52,0.0884,-585.0,760.0,1.86,10.9
1789,1790,0.941,1.24,-646.0,681.0,1.32,1.5
1790,1791,0.328,0.0511,-654.0,714.0,7.88,44.2
1791,1792,0.682,0.265,-585.0,639.0,1.75,5.41
1792,1793,1.01,0.0419,-379.0,751.0,0.4,9.78
1793,1794,0.0919,0.0599,-617.0,658.0,44.9,18.6
1794,1795,1.12,0.122,-295.0,646.0,0.218,2.76
1795,1796,0.765,0.443,-477.0,557.0,1.07,2.58
1796,1797,0.534,0.228,-605.0,692.0,14.5,15.6
1797,1798,0.838,0.104,-426.0,666.0,0.619,5.11
1798,1799,0.642,0.177,-551.0,645.0,1.84,8.6
1799,1800,0.856,0.00403,-428.0,845.0,0.604,402.0
1800,1801,0.846,0.0275,-430.0,848.0,0.615,19.7
1801,1802,1.05,0.16399999999999998,-370.0,674.0,0.429,2.71
1802,1803,1.46,0.778,-438.0,520.0,0.541,1.1
1803,1804,1.1,0.0922,-366.0,695.0,0.397,4.17
1804,1805,0.768,0.477,-583.0,599.0,1.4,2.59
1805,1806,0.855,0.447,-409.0,493.0,0.608,1.52
1806,1807,0.0985,0.433,-626.0,673.0,11.4,10.5
1807,1808,0.65,0.4270000000000001,-705.0,666.0,3800.0,3.96
1808,1809,0.877,0.203,-416.0,778.0,0.5720000000000001,3.39
1809,1810,0.853,0.225,-416.0,756.0,0.598,2.65
1810,1811,0.387,0.236,-571.0,663.0,3.96,5.47
1811,1812,1.32,0.402,-525.0,644.0,0.868,4.06
1812,1813,2.33,0.982,-351.0,378.0,0.72,0.606
1813,1814,1.04,0.276,-330.0,554.0,0.29600000000000004,2.22
1814,1815,0.601,0.085,-486.0,681.0,1.17,9.29
1815,1816,1.01,0.0075400000000000016,-372.0,748.0,0.394,74.5
1816,1817,0.6509999999999999,0.00961,-481.0,785.0,1.05,257.0
1817,1818,0.98,1.2,-407.0,500.0,0.53,0.512
1818,1819,0.894,0.146,-392.0,679.0,0.484,4.24
1819,1820,0.285,0.525,-689.0,619.0,8.19,4.55
1820,1821,0.151,0.21600000000000005,-719.0,727.0,14.3,13.7
1821,1822,1.05,0.0117,-318.0,808.0,0.273,91.9
1822,1823,0.242,0.155,-624.0,644.0,7.2,17.1
1823,1824,0.0883,0.206,-807.0,768.0,21.8,8.93
1824,1825,0.284,0.272,-678.0,733.0,8.06,7.65
1825,1826,0.181,0.28600000000000003,-680.0,735.0,8.04,5.22
1826,1827,0.17600000000000002,0.153,-614.0,703.0,6.61,7.88
1827,1828,1.08,0.8170000000000001,-494.0,485.0,1.57,1.37
1828,1829,0.08199999999999999,0.0465,-624.0,684.0,193.0,38.4
1829,1830,0.0355,0.126,-670.0,675.0,83.2,14.0
1830,1831,0.244,0.378,-632.0,599.0,280.0,41.0
1831,1832,0.6509999999999999,0.0322,-484.0,820.0,1.01,20.5
1832,1833,1.09,0.101,-330.0,674.0,0.28300000000000003,16.6
1833,1834,0.757,0.487,-585.0,614.0,1.96,4.6
1834,1835,0.0592,0.0525,-732.0,714.0,38.7,159.0
1835,1836,1.41,0.1,-495.0,742.0,0.4970000000000001,8.99
1836,1837,1.01,0.273,-527.0,677.0,0.8220000000000001,14.2
1837,1838,1.07,0.254,-486.0,756.0,205.0,20.5
1838,1839,0.197,0.163,-688.0,713.0,7.44,10.1
1839,1840,0.7440000000000001,0.0809,-451.0,724.0,0.779,10.9
1840,1841,0.328,0.165,-688.0,771.0,4.46,12.6
1841,1842,0.112,0.0197,-717.0,767.0,42.4,584.0
1842,1843,1.06,0.0791,-313.0,729.0,0.266,4.62
1843,1844,0.34600000000000003,0.142,-696.0,711.0,8.58,10.7
1844,1845,0.383,0.322,-667.0,667.0,3.28,3.9
1845,1846,0.6809999999999999,0.667,-646.0,626.0,2.79,16.1
1846,1847,0.6859999999999999,0.141,-523.0,690.0,1.65,17.2
1847,1848,0.735,0.099,-722.0,785.0,2.0,14.8
1848,1849,0.935,0.228,-589.0,703.0,7.43,5.76
1849,1850,1.08,0.071,-323.0,736.0,0.272,4.3
1850,1851,0.747,0.4370000000000001,-463.0,554.0,0.979,2.48
1851,1852,0.0381,0.0405,-819.0,861.0,49.6,46.7
1852,1853,0.333,0.35,-805.0,730.0,7.12,16.1
1853,1854,0.8740000000000001,0.374,-522.0,613.0,1.07,3.67
1854,1855,1.66,0.441,-631.0,721.0,8.36,10.6
1855,1856,2.3,1.46,-497.0,600.0,0.33,2.46
1856,1857,0.33,0.248,-641.0,708.0,3.51,7.43
1857,1858,0.307,0.527,-691.0,613.0,10.8,3.8
1858,1859,0.5770000000000001,0.0774,-627.0,721.0,2.5,53.1
1859,1860,0.396,0.182,-662.0,679.0,3.67,11.1
1860,1861,0.457,0.0149,-531.0,763.0,1.74,53.4
1861,1862,1.03,0.0794,-369.0,754.0,0.397,87.1
1862,1863,0.5820000000000001,0.695,-612.0,638.0,2.33,6.36
1863,1864,0.975,0.336,-525.0,621.0,1.15,3.23
1864,1865,0.0479,0.135,-758.0,771.0,53.4,23.1
1865,1866,1.11,0.0848,-312.0,719.0,0.251,4.14
1866,1867,0.0875,0.0371,-698.0,686.0,26.1,47.7
1867,1868,0.721,0.355,-610.0,600.0,1.66,3.57
1868,1869,1.02,0.0677,-358.0,754.0,0.35700000000000004,5.62
1869,1870,0.606,0.5770000000000001,-618.0,631.0,2.57,2.02
1870,1871,0.8440000000000001,0.431,-570.0,605.0,1.27,6.54
1871,1872,1.37,0.633,-535.0,639.0,16.7,1.89
1872,1873,1.12,0.984,-576.0,693.0,9.45,6.56
1873,1874,0.7040000000000001,0.153,-494.0,748.0,1.03,5.32
1874,1875,0.551,0.000374,-336.0,810.0,0.7,1490.0
1875,1876,0.994,0.218,-351.0,615.0,0.349,1.68
1876,1877,0.0452,0.424,-749.0,639.0,50.2,3.75
1877,1878,0.383,0.118,-713.0,894.0,4.84,21.2
1878,1879,0.945,0.614,-327.0,451.0,0.645,0.7809999999999999
1879,1880,0.175,0.29100000000000004,-659.0,639.0,7.26,4.64
1880,1881,0.238,0.257,-749.0,693.0,13.5,12.2
1881,1882,1.12,0.285,-316.0,601.0,0.274,1.11
1882,1883,1.08,0.515,-343.0,440.0,0.308,0.691
1883,1884,0.369,0.0115,-542.0,782.0,2.24,72.1
1884,1885,1.04,0.313,-535.0,659.0,1.4,2.8
1885,1886,1.01,0.0523,-396.0,775.0,0.441,65.7
1886,1887,0.94,0.077,-359.0,743.0,0.398,6.58
1887,1888,1.04,0.145,-529.0,726.0,1.21,6.04
1888,1889,0.416,0.442,-711.0,678.0,3.46,6.9
1889,1890,0.8119999999999999,0.23,-491.0,646.0,1.14,7.77
1890,1891,0.207,0.0571,-661.0,702.0,6.63,29.4
1891,1892,0.301,0.0742,-686.0,744.0,5.64,22.2
1892,1893,0.804,2.24,-627.0,536.0,2.17,0.505
1893,1894,0.821,0.499,-522.0,676.0,0.951,1.73
1894,1895,0.904,0.128,-363.0,649.0,0.411,2.91
1895,1896,1.1,0.166,-308.0,482.0,0.256,2.16
1896,1897,0.133,0.298,-804.0,742.0,234000.0,8.85
1897,1898,0.457,0.35,-535.0,644.0,5.07,2.4
1898,1899,0.257,0.204,-680.0,720.0,5.25,12.1
1899,1900,1.12,0.13699999999999998,-267.0,598.0,0.181,1.86
1900,1902,0.0232,0.0169,-678.0,724.0,149.0,78.1
1901,1903,0.8859999999999999,0.0855,-362.0,617.0,0.417,4.32
1902,1904,3.38,2.18,-628.0,563.0,2.19,103.0
1903,1905,0.969,0.0662,-352.0,711.0,0.363,5.36
1904,1906,0.905,0.00625,-406.0,772.0,0.515,76.9
1905,1907,1.16,0.36,-399.0,571.0,0.695,13.9
1906,1908,0.049,0.108,-719.0,660.0,54.3,19.0
1907,1909,0.6869999999999999,0.5870000000000001,-287.0,164.0,0.344,1.97
1908,1910,0.815,0.34700000000000003,-444.0,652.0,0.7290000000000001,3.32
1909,1911,0.0204,0.0151,-678.0,723.0,147.0,86.5
1910,1912,0.633,0.363,-672.0,701.0,2.09,5.03
1911,1913,1.48,0.823,-450.0,510.0,0.5920000000000001,0.91
1912,1914,1.58,0.515,-465.0,549.0,0.77,1.55
1913,1915,0.8490000000000001,0.0093,-413.0,807.0,0.5660000000000001,106.0
1914,1916,0.918,0.18,-410.0,766.0,0.5760000000000001,5.64
1915,1917,0.445,0.139,-751.0,729.0,4.03,66.6
1916,1918,0.13699999999999998,0.0375,-649.0,710.0,10.5,66.9
1917,1919,0.202,0.111,-737.0,739.0,57.3,28.7
1918,1920,0.152,0.889,-729.0,816.0,13.6,44.2
1919,1921,0.518,0.0567,-643.0,785.0,10.8,28.8
1920,1922,0.757,0.0108,-453.0,813.0,0.7659999999999999,54.1
1921,1923,1.08,0.0707,-286.0,634.0,0.213,5.06
1922,1924,1.07,0.0492,-300.0,674.0,0.238,6.42
1923,1925,1.36,0.439,-438.0,546.0,0.484,1.72
1924,1926,0.3670000000000001,0.341,-727.0,743.0,5.67,6.32
1925,1927,0.103,0.158,-676.0,667.0,12.5,16.4
