,formula,phase,processing,gfa
2089,Al98Mn2Ni0,CR,meltspin,0
2090,Al98Nd2Ni0,AC,meltspin,0
2091,Al9Ga2Mg89,CR,meltspin,0
2092,Al9La27Ni64,AM,meltspin,1
2093,Al9Mg41Ti50,CR,sputtering,0
2094,Al9Mg51Ti40,CR,sputtering,0
2095,Al9Ni62Zr29,AM,meltspin,1
2096,Au0Cu30Mg70,AM,meltspin,1
2097,Au0Pd79Si21,AM,meltspin,1
2098,Au0Pd80Si20,AM,meltspin,1
2099,Au0Pd82Si18,AM,meltspin,1
2100,Au0Pd83.5Si16.5,AM,meltspin,1
2101,Au0Pd84Si16,AM,meltspin,1
2102,Au0Pd85Si15,AM,meltspin,1
2103,Au1.7Pd81.8Si16.5,AM,meltspin,1
2104,Au10Pd72Si18,AM,meltspin,1
2105,Au10Pd73.5Si16.5,AM,meltspin,1
2106,Au12.5Pd71Si16.5,AM,meltspin,1
2107,Au12Pd68Si20,AM,meltspin,1
2108,Au12Pd71Si17,AM,meltspin,1
2109,Au15Pd68.5Si16.5,AM,meltspin,1
2110,Au18B10Pr72,AM,meltspin,1
2111,Au1Cu29Mg70,AM,meltspin,1
2112,Au1Pd81Si18,AM,meltspin,1
2113,Au20.9Pd62.6Si16.5,CR,meltspin,0
2114,Au22.5B10Er67.5,AM,meltspin,1
2115,Au22.5B10Gd67.5,AM,meltspin,1
2116,Au22.5B10Pr67.5,AM,meltspin,1
2117,Au22.75Cu68.25La9,AM,meltspin,1
2118,Au25B0Gd75,AM,meltspin,1
2119,Au2Pd80Si18,AM,meltspin,1
2120,Au2Pd81.5Si16.5,AM,meltspin,1
2121,Au3.5Pd80.5Si16,AM,meltspin,1
2122,Au3.5Pd80Si16.5,AM,meltspin,1
2123,Au3Cu27Mg70,AM,meltspin,1
2124,Au3Pd79Si18,AM,meltspin,1
2125,Au3Pd80.5Si16.5,AM,meltspin,1
2126,Au4.2Pd79.3Si16.5,AM,meltspin,1
2127,Au44.5Cu44.5La11,AM,meltspin,1
2128,Au45.5Cu45.5La9,AM,meltspin,1
2129,Au45Cu45La10,AM,meltspin,1
2130,Au4Pd75Si21,AM,meltspin,1
2131,Au4Pd76Si20,AM,meltspin,1
2132,Au4Pd78Si18,AM,meltspin,1
2133,Au4Pd79.5Si16.5,AM,meltspin,1
2134,Au4Pd79Si17,AM,meltspin,1
2135,Au4Pd81Si15,AM,meltspin,1
2136,Au53.2Pb27.5Sb19.3,AM,meltspin,1
2137,Au54.6Cu36.4La9,AM,meltspin,1
2138,Au55Pb22.5Sb22.5,AM,meltspin,1
2139,Au5Pd77Si18,AM,meltspin,1
2140,Au5Pd78.5Si16.5,AM,meltspin,1
2141,Au6.7Pd76.8Si16.5,AM,meltspin,1
2142,Au66Pd16Si18,AM,meltspin,1
2143,Au6Pd76Si18,AM,meltspin,1
2144,Au6Pd77.5Si16.5,AM,meltspin,1
2145,Au6Pd78Si16,AM,meltspin,1
2146,Au7.5Pd76Si16.5,AM,meltspin,1
2147,Au76.89Ge13.66Si9.45,AM,meltspin,1
2148,Au77Ge14Si9,AM,meltspin,1
2149,Au7Pd73Si20,AM,meltspin,1
2150,Au7Pd75Si18,AM,meltspin,1
2151,Au7Pd76.5Si16.5,AM,meltspin,1
2152,Au8Pd74Si18,AM,meltspin,1
2153,Au9Cu21Mg70,AM,meltspin,1
2154,Au9Pd75Si16,AM,meltspin,1
2155,B0C10Ni90,CR,meltspin,0
2156,B0C15Ni85,CR,meltspin,0
2157,B0C20Ni80,CR,meltspin,0
2158,B0C5Ni95,CR,meltspin,0
2159,B0Co90Zr10,AM,meltspin,1
2160,B0Co91Zr9,AM,meltspin,1
2161,B0Fe24Zr76,AM,meltspin,1
2162,B0Fe30Zr70,AM,meltspin,1
2163,B0Fe40Nd60,AM,meltspin,1
2164,B0Fe50Nd50,AM,meltspin,1
2165,B0Fe50Ni50,AM,meltspin,1
2166,B0Fe60Nd40,AM,sputtering,1
2167,B0Fe65Nd35,AM,sputtering,1
2168,B0Fe67Nd33,AM,meltspin,1
2169,B0Fe70Nd30,AM,sputtering,1
2170,B0Fe75Nd25,AM,sputtering,1
2171,B0Fe79Nd21,AM,meltspin,1
2172,B0Fe80Nd20,AM,sputtering,1
2173,B0Fe80P20,AM,meltspin,1
2174,B0Fe82Nd18,AM,meltspin,1
2175,B0Fe85Nd15,AM,sputtering,1
2176,B0Fe85Zr15,AM,sputtering,1
2177,B0Fe87Zr13,CR,meltspin,0
2178,B0Fe88Zr12,AM,sputtering,1
2179,B0Fe89Nd11,AM,meltspin,1
2180,B0Fe89Zr11,AM,meltspin,1
2181,B0Fe90Nd10,AM,sputtering,1
2182,B0Fe90Zr10,AM,meltspin,1
2183,B0Fe91Zr9,AM,meltspin,1
2184,B0Fe92Zr8,CR,meltspin,1
2185,B0Fe93Zr7,CR,sputtering,0
2186,B0Mo60Ru40,AM,sputtering,1
2187,B0Ni40Zr60,AM,meltspin,1
2188,B0Ni67Zr33,AM,meltspin,1
2189,B0Ni81.5P18.5,AM,meltspin,1
2190,B1.5Fe92Zr6.5,AM,meltspin,1
2191,B1.8Ni81.5P16.7,AM,meltspin,1
2192,B10.6Fe82.3Nb7.1,AC,sputtering,0
2193,B10Be20Fe70,AM,meltspin,1
2194,B10C10Fe80,AM,meltspin,1
2195,B10C10Ni80,CR,meltspin,0
2196,B10C15Ni75,CR,meltspin,0
2197,B10C20Ni70,CR,meltspin,0
2198,B10C5Fe85,AM,meltspin,1
2199,B10C5Ni85,CR,meltspin,0
2200,B10C7Fe83,AM,meltspin,1
2201,B10C8Ni82,CR,meltspin,0
2202,B10C9Fe81,AM,meltspin,1
2203,B10Co20Ti70,AM,meltspin,1
2204,B10Co70Si20,CR,meltspin,0
2205,B10Co74Zr16,AM,meltspin,1
2206,B10Co75Si15,AM,meltspin,1
2207,B10Co77.5Si12.5,AM,meltspin,1
2208,B10Co77Nb13,AM,meltspin,1
2209,B10Co80Si10,CR,meltspin,0
2210,B10Co80Zr10,AM,meltspin,1
2211,B10Co82Si8,CR,meltspin,0
2212,B10Co85Si5,CR,meltspin,0
2213,B10Cr10Fe80,AC,meltspin,0
2214,B10Cr12Fe78,AC,meltspin,0
2215,B10Cr14Fe76,AC,meltspin,0
2216,B10Cr15Fe75,AC,meltspin,0
2217,B10Cr18Fe72,AC,meltspin,0
2218,B10Cr20Fe70,AC,meltspin,0
2219,B10Cr22Fe68,AC,meltspin,0
2220,B10Cr24Fe66,AM,meltspin,1
2221,B10Cr26Fe64,AM,meltspin,1
2222,B10Cr5Fe85,AC,meltspin,0
2223,B10Cr8Fe82,AC,meltspin,0
2224,B10Cu10Fe80,CR,meltspin,0
2225,B10Cu15Fe75,CR,meltspin,0
2226,B10Cu1Fe89,CR,meltspin,0
2227,B10Cu25Zr65,AM,meltspin,1
2228,B10Cu30Zr60,AM,meltspin,1
2229,B10Cu35Zr55,AM,meltspin,1
2230,B10Cu3Fe87,CR,meltspin,0
2231,B10Cu5Fe85,CR,meltspin,0
2232,B10F11Fe79,AM,sputtering,1
2233,B10F12Fe78,AM,sputtering,1
2234,B10F13Fe77,AM,sputtering,1
2235,B10F31Fe59,AC,sputtering,0
2236,B10Fe20Mn70,AC,meltspin,0
2237,B10Fe20Ti70,AM,meltspin,1
2238,B10Fe65Ni25,CR,meltspin,0
2239,B10Fe70Mo20,AM,meltspin,1
2240,B10Fe70Nd20,AM,sputtering,1
2241,B10Fe70Ni20,CR,meltspin,0
2242,B10Fe70Si20,AM,meltspin,1
2243,B10Fe72.5Si17.5,AM,meltspin,1
2244,B10Fe72Mo18,AM,meltspin,1
2245,B10Fe75Mn15,AC,meltspin,0
2246,B10Fe75Mo15,AM,meltspin,1
2247,B10Fe75Nb15,AM,meltspin,1
2248,B10Fe75Ni15,CR,meltspin,0
2249,B10Fe75Si15,AM,meltspin,1
2250,B10Fe75V15,CR,meltspin,0
2251,B10Fe75Zr15,AM,sputtering,1
2252,B10Fe77.5Si12.5,AM,meltspin,1
2253,B10Fe78Mo12,AM,meltspin,1
2254,B10Fe78Nb12,AM,meltspin,1
2255,B10Fe78Zr12,AM,meltspin,1
2256,B10Fe79P11,AM,meltspin,1
2257,B10Fe80Ge10,AM,meltspin,1
2258,B10Fe80Mn10,AC,meltspin,0
2259,B10Fe80Mo10,AM,meltspin,1
2260,B10Fe80Ni10,AM,meltspin,1
2261,B10Fe80P10,AM,meltspin,1
2262,B10Fe80Si10,AM,meltspin,1
2263,B10Fe80V10,AC,meltspin,0
2264,B10Fe80Zr10,AM,sputtering,1
2265,B10Fe81P9,AM,meltspin,1
2266,B10Fe82Mo8,AM,meltspin,1
2267,B10Fe82Zr8,AM,meltspin,1
2268,B10Fe83.5Si6.5,CR,meltspin,0
2269,B10Fe83Nb7,AM,meltspin,1
2270,B10Fe83P7,AM,meltspin,1
2271,B10Fe83Si7,CR,meltspin,0
2272,B10Fe83Ta7,AM,meltspin,1
2273,B10Fe83Ti7,AM,meltspin,1
2274,B10Fe85Mn5,AC,meltspin,0
2275,B10Fe85Mo5,AC,meltspin,0
2276,B10Fe85Nb5,AM,meltspin,1
2277,B10Fe85Ni5,AM,meltspin,1
2278,B10Fe85V5,AC,meltspin,0
2279,B10Fe85Zr5,AM,meltspin,1
2280,B10Fe87Mn3,AC,meltspin,0
2281,B10Fe87Zr3,AM,meltspin,1
2282,B10Fe88Zr2,AC,meltspin,0
2283,B10Fe89Mn1,AC,meltspin,0
2284,B10Fe89Ni1,AC,meltspin,0
2285,B10Mo65Si25,CR,meltspin,0
2286,B10Mo70Si20,AM,meltspin,1
2287,B10Mo75Si15,AM,meltspin,1
2288,B10Mo80P10,AM,meltspin,1
2289,B10Mo80Si10,CR,meltspin,0
2290,B10Mo85Si5,CR,meltspin,0
2291,B10Mo90Si0,CR,meltspin,0
2292,B10Ni20Ti70,AM,meltspin,1
2293,B10Ni30Zr60,AM,meltspin,1
2294,B10Ni72Si18,CR,meltspin,0
2295,B10Ni75Si15,AM,meltspin,1
2296,B10Ni76P14,AM,meltspin,1
2297,B10Ni76Si14,AM,meltspin,1
2298,B10Ni80P10,AM,meltspin,1
2299,B10Ni80Si10,CR,meltspin,1
2300,B10Si20W70,AM,meltspin,1
2301,B11.1Ni81.5P7.4,AM,meltspin,1
2302,B11.25Co63.75V25,AM,meltspin,1
2303,B11.3Fe81.1Nb7.6,AM,sputtering,1
2304,B11.5C10Ni78.5,AC,meltspin,0
2305,B11.5Fe79.6Nb8.9,AM,sputtering,1
2306,B11C5Fe84,AM,meltspin,1
2307,B11C7Fe82,AM,meltspin,1
2308,B11C9Fe80,AM,meltspin,1
2309,B11Co53.4Mn35.6,AM,meltspin,1
2310,B11Co71.2Mn17.8,AM,meltspin,1
2311,B11Co78Si11,AM,meltspin,1
2312,B11Co89Mn0,AM,meltspin,1
2313,B11Cr27Fe62,AM,meltspin,1
2314,B11Fe75P14,CR,meltspin,0
2315,B11Fe79.9Nb9.1,AM,sputtering,1
2316,B11Fe79P10,AM,meltspin,1
2317,B11Fe80P9,AM,meltspin,1
2318,B11Fe82Ti7,AM,meltspin,1
2319,B11Fe84Zr5,AM,meltspin,1
2320,B11Fe85P4,CR,meltspin,0
2321,B11Ni78Si11,AM,meltspin,1
2322,B12.2Fe74.8Si13,AM,meltspin,1
2323,B12.5Co75Si12.5,AM,meltspin,1
2324,B12.5Co77.5Si10,AM,meltspin,1
2325,B12.5Co80.5Si7,CR,meltspin,0
2326,B12.5Co80Si7.5,AM,meltspin,1
2327,B12.5Fe70Si17.5,AM,meltspin,1
2328,B12.5Fe72.5Si15,AM,meltspin,1
2329,B12.5Fe75Si12.5,AM,meltspin,1
2330,B12.5Fe77.5Si10,AM,meltspin,1
2331,B12.5Fe78.5Si9,AM,meltspin,1
2332,B12.5Fe80Si7.5,AM,meltspin,1
2333,B12.5Fe82.5Si5,AM,meltspin,1
2334,B12.5Ni75Si12.5,AM,meltspin,1
2335,B12.75Co72.25Ti15,AM,meltspin,1
2336,B12.75Co72.25V15,AM,meltspin,1
2337,B12.9Fe77.5Nb9.6,AM,sputtering,1
2338,B12C12Co76,AM,meltspin,1
2339,B12C16Co72,AC,meltspin,0
2340,B12C3Fe85,AM,meltspin,1
2341,B12C4Co84,AC,meltspin,0
2342,B12C5Fe83,AM,meltspin,1
2343,B12C6Ni82,CR,meltspin,0
2344,B12C7Fe81,AM,meltspin,1
2345,B12C8Co80,AC,meltspin,0
2346,B12C9Fe79,AM,meltspin,1
2347,B12Co18Mn70,AM,meltspin,1
2348,B12Co24Mn64,AM,meltspin,1
2349,B12Co34Mn54,AM,meltspin,1
2350,B12Co39Mn49,AM,meltspin,1
2351,B12Co44Mn44,AM,meltspin,1
2352,B12Co45Mn43,AM,meltspin,1
2353,B12Co48Mn40,AM,meltspin,1
2354,B12Co49Mn39,AM,meltspin,1
2355,B12Co52.8Mn35.2,AM,meltspin,1
2356,B12Co53Mn35,AM,meltspin,1
2357,B12Co57Mn31,AM,meltspin,1
2358,B12Co61.6Mn26.4,AM,meltspin,1
2359,B12Co61Mn27,AM,meltspin,1
2360,B12Co62Mn26,AM,meltspin,1
2361,B12Co68Mn20,AM,meltspin,1
2362,B12Co68Ti20,AM,meltspin,1
2363,B12Co68V20,AM,meltspin,1
2364,B12Co70.4Mn17.6,AM,meltspin,1
2365,B12Co70.5Mn17.5,AM,meltspin,1
2366,B12Co70Mn18,AM,meltspin,1
2367,B12Co78Si10,AM,meltspin,1
2368,B12Co79Mn9,AM,meltspin,1
2369,B12Co80Nb8,AM,meltspin,1
2370,B12Co88Mn0,AM,meltspin,1
2371,B12Cr10Fe78,AM,meltspin,1
2372,B12Cr14Fe74,AM,meltspin,1
2373,B12Cr15Fe73,AM,meltspin,1
2374,B12Cr18Fe70,AM,meltspin,1
2375,B12Cr20Fe68,AM,meltspin,1
2376,B12Cr22Fe66,AM,meltspin,1
2377,B12Cr24Fe64,AM,meltspin,1
2378,B12Cr26Fe62,AM,meltspin,1
2379,B12Cr5Fe83,AM,meltspin,1
2380,B12Cu10Fe78,CR,meltspin,0
2381,B12Cu15Fe73,CR,meltspin,0
2382,B12Cu1Fe87,CR,meltspin,0
2383,B12Cu20Fe68,CR,meltspin,0
2384,B12Cu3Fe85,CR,meltspin,0
2385,B12Cu5Fe83,CR,meltspin,0
2386,B12Fe20Mn68,AC,meltspin,0
2387,B12Fe21Zr67,AM,meltspin,1
2388,B12Fe63Ni25,CR,meltspin,0
2389,B12Fe68Mo20,AM,meltspin,1
2390,B12Fe68Ni20,AM,meltspin,1
2391,B12Fe70Mo18,AM,meltspin,1
2392,B12Fe70Si18,AM,meltspin,1
2393,B12Fe72Si16,AM,meltspin,1
2394,B12Fe73Mn15,AC,meltspin,0
2395,B12Fe73Mo15,AM,meltspin,1
2396,B12Fe73Ni15,AM,meltspin,1
2397,B12Fe73V15,CR,meltspin,0
2398,B12Fe75Si13,AM,meltspin,1
2399,B12Fe76Mo12,AM,meltspin,1
2400,B12Fe77Si11,AM,meltspin,1
2401,B12Fe78Mn10,AC,meltspin,0
2402,B12Fe78Mo10,AM,meltspin,1
2403,B12Fe78Ni10,AM,meltspin,1
2404,B12Fe78Si10,AM,meltspin,1
2405,B12Fe78V10,AM,meltspin,1
2406,B12Fe78Zr10,AM,meltspin,1
2407,B12Fe79P9,AM,meltspin,1
2408,B12Fe80Ge8,AM,meltspin,1
2409,B12Fe80Mo8,AM,meltspin,1
2410,B12Fe80P8,AM,meltspin,1
2411,B12Fe80Si8,AM,meltspin,1
2412,B12Fe80Zr8,AM,meltspin,1
2413,B12Fe81Hf7,AM,meltspin,1
2414,B12Fe81Mo7,AM,meltspin,1
2415,B12Fe81Nb7,AM,meltspin,1
2416,B12Fe81P7,AM,meltspin,1
2417,B12Fe81W7,AM,meltspin,1
2418,B12Fe81Zr7,AM,meltspin,1
2419,B12Fe82Nd6,AM,meltspin,1
2420,B12Fe82P6,AM,meltspin,1
2421,B12Fe82Si6,AM,sputtering,1
2422,B12Fe83Mn5,AC,meltspin,0
2423,B12Fe83Mo5,AM,meltspin,1
2424,B12Fe83Nb5,AM,meltspin,1
2425,B12Fe83Ni5,AC,meltspin,0
2426,B12Fe83P5,AM,meltspin,1
2427,B12Fe83Si5,AM,meltspin,1
2428,B12Fe83V5,AM,meltspin,1
2429,B12Fe84Si4,AM,meltspin,1
2430,B12Fe85Mn3,AC,meltspin,0
2431,B12Fe85Ni3,AC,meltspin,0
2432,B12Fe86N2,AM,sputtering,1
2433,B12Fe87Mn1,AC,meltspin,0
2434,B12Fe87Ni1,AC,meltspin,0
2435,B12Fe88Zr0,AM,meltspin,1
2436,B12Mo71Si17,AM,meltspin,1
2437,B12Mo78Si10,AM,meltspin,1
2438,B12Ni72Si16,AM,meltspin,1
2439,B12Ni74P14,AM,meltspin,1
2440,B12Ni76Si12,AM,meltspin,1
2441,B12Ni78Si10,CR,meltspin,1
2442,B12Ni80Si8,CR,meltspin,0
2443,B12Ni81.5P6.5,AM,meltspin,1
2444,B12Ni84Si4,CR,meltspin,0
2445,B13.1Fe79.9Nb7,AM,sputtering,1
2446,B13.1Fe80Nb6.9,AM,sputtering,1
2447,B13.2Fe77.5Nb9.3,AM,sputtering,1
2448,B13.2Fe78.5Nb8.3,AM,sputtering,1
2449,B13.2Fe79.5Nb7.3,AM,sputtering,1
2450,B13.4Fe77Nb9.6,AM,sputtering,1
2451,B13.5Co73Si13.5,AM,meltspin,1
2452,B13.5Co76.5Ti10,AM,meltspin,1
2453,B13.5Co76.5V10,AM,meltspin,1
2454,B13.8Fe78.4Nb7.8,AM,sputtering,1
2455,B13C10Ni77,AC,meltspin,0
2456,B13C12Ni75,AC,meltspin,0
2457,B13C7Fe80,AM,meltspin,1
2458,B13Co71Zr16,AM,meltspin,1
2459,B13Cu0.5Fe86.5,AM,meltspin,1
2460,B13Cu0Fe87,AM,meltspin,1
2461,B13Fe72Zr15,AM,meltspin,1
2462,B13Fe75Si12,AM,meltspin,1
2463,B13Fe75Zr12,AM,meltspin,1
2464,B13Fe77P10,AM,meltspin,1
2465,B13Fe79Nb8,AM,sputtering,1
2466,B13Fe79P8,AM,meltspin,1
2467,B13Fe80P7,AM,meltspin,1
2468,B13Fe81.5Nb5.5,AC,sputtering,0
2469,B13Fe82Si5,AM,meltspin,1
2470,B13Fe82Zr5,AM,meltspin,1
2471,B13Fe83Si4,AM,meltspin,1
2472,B13Fe84Si3,AM,meltspin,1
2473,B13Fe85Si2,AC,meltspin,0
2474,B13Ni69Si18,CR,meltspin,0
2475,B13Ni72Si15,AM,meltspin,1
2476,B14.25Co80.75V5,AM,meltspin,1
2477,B14.2Fe77.5Nb8.3,AM,sputtering,1
2478,B14.2Fe78.1Nb7.7,AM,sputtering,1
2479,B14.3Fe78.7Nb7,AM,sputtering,1
2480,B14.4Cr6.6Fe79,AM,meltspin,1
2481,B14.5Fe78Si7.5,AM,meltspin,1
2482,B14.5Fe80.2Nb5.3,AM,sputtering,1
2483,B14.5Fe80Zr5.5,AM,sputtering,1
2484,B14.5Fe81.5Si4,AM,meltspin,1
2485,B14.75Co70.5Si14.75,AM,meltspin,1
2486,B14.8Ni81.5P3.7,AM,meltspin,1
2487,B14C16Ni70,CR,meltspin,0
2488,B14C20Ni66,AC,meltspin,0
2489,B14C2Ni84,CR,meltspin,0
2490,B14C3Fe83,AM,meltspin,1
2491,B14C5Fe81,AM,meltspin,1
2492,B14C5Ni81,AM,meltspin,1
2493,B14C7Fe79,AM,meltspin,1
2494,B14Co80Si6,AM,meltspin,1
2495,B14Co82Si4,CR,meltspin,0
2496,B14Cr0Fe86,AM,meltspin,1
2497,B14Cr10Fe76,AM,meltspin,1
2498,B14Cr14Fe72,AM,meltspin,1
2499,B14Cr15Fe71,AM,meltspin,1
2500,B14Cr20Fe66,AM,meltspin,1
2501,B14Cr24Fe62,AM,meltspin,1
2502,B14Cr26Fe60,AM,meltspin,1
2503,B14Cr5Fe81,AM,meltspin,1
2504,B14Cr7Fe79,AM,meltspin,1
2505,B14Cu0.5Fe85.5,AM,meltspin,1
2506,B14Cu0Fe86,AM,meltspin,1
2507,B14Cu10Fe76,AC,meltspin,0
2508,B14Cu15Fe71,CR,meltspin,0
2509,B14Cu1Fe85,AC,meltspin,0
2510,B14Cu20Fe66,CR,meltspin,0
2511,B14Cu3Fe83,AC,meltspin,0
2512,B14Cu5Fe81,AC,meltspin,0
2513,B14F28Fe58,AC,sputtering,0
2514,B14Fe20Mn66,AM,meltspin,1
2515,B14Fe43Ni43,AM,meltspin,1
2516,B14Fe61Ni25,AM,meltspin,1
2517,B14Fe66Mo20,AM,meltspin,1
2518,B14Fe66Ni20,AM,meltspin,1
2519,B14Fe71Mn15,AM,meltspin,1
2520,B14Fe71Mo15,AM,meltspin,1
2521,B14Fe71Ni15,AM,meltspin,1
2522,B14Fe71V15,AM,meltspin,1
2523,B14Fe74Mo12,AM,meltspin,1
2524,B14Fe76Mn10,AM,meltspin,1
2525,B14Fe76Mo10,AM,meltspin,1
2526,B14Fe76Ni10,AM,meltspin,1
2527,B14Fe76V10,AM,meltspin,1
2528,B14Fe78Mo8,AM,meltspin,1
2529,B14Fe78Si8,AM,meltspin,1
2530,B14Fe78Zr8,AM,meltspin,1
2531,B14Fe79P7,AM,meltspin,1
2532,B14Fe79Si7,AM,meltspin,1
2533,B14Fe79V7,AM,meltspin,1
2534,B14Fe79W7,AM,meltspin,1
2535,B14Fe80P6,AM,meltspin,1
2536,B14Fe80Zr6,AM,meltspin,1
2537,B14Fe81Mn5,AM,meltspin,1
2538,B14Fe81Mo5,AM,meltspin,1
2539,B14Fe81Ni5,AM,meltspin,1
2540,B14Fe81P5,AM,meltspin,1
2541,B14Fe81V5,AM,meltspin,1
2542,B14Fe82Si4,AM,meltspin,1
2543,B14Fe83Mn3,AM,meltspin,1
2544,B14Fe83Ni3,AM,meltspin,1
2545,B14Fe83P3,AM,meltspin,1
2546,B14Fe83Si3,AM,meltspin,1
2547,B14Fe84Si2,AM,meltspin,1
2548,B14Fe85Mn1,AM,meltspin,1
2549,B14Fe85Ni1,AM,meltspin,1
2550,B14Fe86Hf0,AM,meltspin,1
2551,B14Fe86Mo0,AM,meltspin,1
2552,B14Fe86Nb0,AM,meltspin,1
2553,B14Fe86Ta0,AM,meltspin,1
2554,B14Fe86Ti0,AM,meltspin,1
2555,B14Fe86V0,AM,meltspin,1
2556,B14Fe86W0,AM,meltspin,1
2557,B14Fe86Zr0,AM,meltspin,1
2558,B14Ni70Si16,AM,meltspin,1
2559,B14Ni72Si14,AM,meltspin,1
2560,B14Ni76Si10,AM,meltspin,1
2561,B14Ni78Si8,AM,meltspin,1
2562,B14Ni80Si6,CR,meltspin,0
2563,B15.2Fe77.5Nb7.3,AM,sputtering,1
2564,B15.3Fe76Nb8.7,AM,sputtering,1
2565,B15C0Co85,CR,meltspin,0
2566,B15C12Ni73,AC,meltspin,0
2567,B15C5Fe80,AM,meltspin,1
2568,B15Co65Si20,CR,meltspin,0
2569,B15Co70Si15,AM,meltspin,1
2570,B15Co72.5Si12.5,AM,meltspin,1
2571,B15Co75Si10,AM,meltspin,1
2572,B15Co77.5Si7.5,AM,meltspin,1
2573,B15Co80Si5,AM,meltspin,1
2574,B15Co85Si0,CR,meltspin,0
2575,B15Cr0Fe85,AM,meltspin,1
2576,B15Cr10Fe75,AM,meltspin,1
2577,B15Cr11Fe74,AM,meltspin,1
2578,B15Cr12Fe73,AM,meltspin,1
2579,B15Cr15Fe70,AM,meltspin,1
2580,B15Cr2.5Fe82.5,AM,meltspin,1
2581,B15Cr20Fe65,AM,meltspin,1
2582,B15Cr25Fe60,AM,meltspin,1
2583,B15Cr30Fe55,AM,meltspin,1
2584,B15Cr4Fe81,AM,meltspin,1
2585,B15Cr5Fe80,AM,meltspin,1
2586,B15Cr7Fe78,AM,meltspin,1
2587,B15Cr9Fe76,AM,meltspin,1
2588,B15Fe67.5Si17.5,AM,meltspin,1
2589,B15Fe70Nd15,AM,sputtering,1
2590,B15Fe70Si15,AM,meltspin,1
2591,B15Fe72.5Si12.5,AM,meltspin,1
2592,B15Fe72Si13,AM,meltspin,1
2593,B15Fe74.5Si10.5,AM,meltspin,1
2594,B15Fe75.2Nb9.8,AM,sputtering,1
2595,B15Fe75.3Si9.7,AM,meltspin,1
2596,B15Fe75Si10,AM,meltspin,1
2597,B15Fe75Zr10,AM,sputtering,1
2598,B15Fe77.5Si7.5,AM,meltspin,1
2599,B15Fe77.9Nb7.1,AM,sputtering,1
2600,B15Fe77P8,AM,meltspin,1
2601,B15Fe78Si7,AM,meltspin,1
2602,B15Fe78Zr7,AM,meltspin,1
2603,B15Fe79P6,AM,meltspin,1
2604,B15Fe79Zr6,AM,meltspin,1
2605,B15Fe80Ge5,AM,meltspin,1
2606,B15Fe80P5,AM,meltspin,1
2607,B15Fe80Si5,AM,meltspin,1
2608,B15Fe80Zr5,AM,meltspin,1
2609,B15Fe81Si4,AM,meltspin,1
2610,B15Fe82Nd3,AM,meltspin,1
2611,B15Fe82Si3,AM,meltspin,1
2612,B15Fe82Zr3,AM,meltspin,1
2613,B15Fe83Si2,AM,meltspin,1
2614,B15Fe83Zr2,AM,sputtering,1
2615,B15Fe84Si1,AM,meltspin,1
2616,B15Fe85Ni0,AM,sputtering,1
2617,B15Fe85Si0,AM,meltspin,1
2618,B15Mo51Ru34,AM,sputtering,1
2619,B15Mo65Si20,CR,meltspin,0
2620,B15Mo70Si15,AM,meltspin,1
2621,B15Mo75Si10,AM,meltspin,1
2622,B15Mo80Si5,CR,meltspin,0
2623,B15Mo85Si0,CR,meltspin,0
2624,B15Ni71P14,AM,meltspin,1
2625,B15Ni75Si10,AM,meltspin,1
2626,B15Ni81.5P3.5,AM,meltspin,1
2627,B16.5Fe21Ni62.5,AM,meltspin,1
2628,B16.5Fe61.5Ni22,AM,meltspin,1
2629,B16.5Fe82Sn1.5,AM,meltspin,1
2630,B16.7Ni81.5P1.8,AM,meltspin,1
2631,B16C0Ni84,CR,meltspin,0
2632,B16C10Ni74,AM,meltspin,1
2633,B16C12Co72,AM,meltspin,1
2634,B16C16Co68,AC,meltspin,0
2635,B16C20Co64,AC,meltspin,0
2636,B16C2Ni82,AM,meltspin,1
2637,B16C3Fe81,AM,meltspin,1
2638,B16C4Co80,AM,meltspin,1
2639,B16C4Fe80,AM,meltspin,1
2640,B16C4Ni80,AM,meltspin,1
2641,B16C6Ni78,AM,meltspin,1
2642,B16C8Co76,AM,meltspin,1
2643,B16C8Ni76,AM,meltspin,1
2644,B16Co0Fe84,AM,meltspin,1
2645,B16Co17Mn67,AM,meltspin,1
2646,B16Co20Mn64,AM,meltspin,1
2647,B16Co21Mn63,AM,meltspin,1
2648,B16Co24.5Mn59.5,AM,meltspin,1
2649,B16Co25Mn59,AM,meltspin,1
2650,B16Co27Mn57,AM,meltspin,1
2651,B16Co33Mn51,AM,meltspin,1
2652,B16Co35Mn49,AM,meltspin,1
2653,B16Co42Mn42,AM,meltspin,1
2654,B16Co43.5Mn40.5,AM,meltspin,1
2655,B16Co49Mn35,AM,meltspin,1
2656,B16Co50.4Mn33.6,AM,meltspin,1
2657,B16Co50.5Mn33.5,AM,meltspin,1
2658,B16Co50Mn34,AM,meltspin,1
2659,B16Co54.5Mn29.5,AM,meltspin,1
2660,B16Co58.8Mn25.2,AM,meltspin,1
2661,B16Co59Mn25,AM,meltspin,1
2662,B16Co65.5Mn18.5,AM,meltspin,1
2663,B16Co65Mn19,AM,meltspin,1
2664,B16Co67.2Mn16.8,AM,meltspin,1
2665,B16Co67Mn17,AM,meltspin,1
2666,B16Co68Si16,AM,meltspin,1
2667,B16Co68Zr16,AM,meltspin,1
2668,B16Co74Zr10,AM,meltspin,1
