,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
178,mp-1317,CoSb3,16,204,378.679899767,"Full Formula (Co4 Sb12)
Reduced Formula: CoSb3
abc   :   7.894016   7.894017   7.894017
angles: 109.471221 109.471222 109.471218
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co    0.5       0.5       0.5
  1  Co    0         0.5       0
  2  Co    0         0         0.5
  3  Co    0.5       0         0
  4  Sb    0.492862  0.15952   0.333342
  5  Sb    0.15952   0.666658  0.826178
  6  Sb    0.333342  0.173822  0.84048
  7  Sb    0.84048   0.666658  0.507138
  8  Sb    0.666658  0.826178  0.15952
  9  Sb    0.84048   0.333342  0.173822
 10  Sb    0.666658  0.507138  0.84048
 11  Sb    0.333342  0.492862  0.15952
 12  Sb    0.15952   0.333342  0.492862
 13  Sb    0.826178  0.15952   0.666658
 14  Sb    0.173822  0.84048   0.333342
 15  Sb    0.507138  0.84048   0.666658",0.17,"[[81.92488277, -3.799e-05, -7.797e-05], [-7.219000000000001e-05, 81.9247449, -7.139999999999999e-06], [-9.415e-05, -1.7480000000000002e-05, 81.92532723]]","[[92.28365894, 0.01937206, -0.01304796], [0.019337860000000002, 92.30052452999999, 0.01421502], [-0.01306414, 0.014204679999999002, 92.22222409999999]]",9.05,81.92,92.27,False
179,mp-28395,B6P,14,166,122.945302921,"Full Formula (B12 P2)
Reduced Formula: B6P
abc   :   5.253135   5.253134   5.253135
angles:  69.559939  69.559943  69.559942
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.183865  0.717582  0.183865
  1  B     0.183865  0.183865  0.717582
  2  B     0.717582  0.183865  0.183865
  3  B     0.282418  0.816135  0.816135
  4  B     0.816135  0.282418  0.816135
  5  B     0.816135  0.816135  0.282418
  6  B     0.012809  0.326438  0.012809
  7  B     0.012809  0.012809  0.326438
  8  B     0.326438  0.012809  0.012809
  9  B     0.673562  0.987191  0.987191
 10  B     0.987191  0.673562  0.987191
 11  B     0.987191  0.987191  0.673562
 12  P     0.405139  0.405139  0.405139
 13  P     0.594861  0.594861  0.594861",2.48,"[[7.52805241, -0.00158124, -0.00311891], [-0.00158136, 7.5289086, -0.00239156], [-0.0031206100000000002, -0.00239183, 7.5256442]]","[[7.80062836, 0.07006725, 0.13105866], [0.070067129999999, 7.763019610000001, 0.1006526], [0.13105696, 0.10065233, 7.8983826000000015]]",2.74,7.53,7.82,False
180,mp-624,B6As,14,166,130.68186168,"Full Formula (B12 As2)
Reduced Formula: B6As
abc   :   5.334233   5.334233   5.334232
angles:  70.554656  70.554655  70.554660
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.015386  0.015386  0.324736
  1  B     0.015386  0.324736  0.015386
  2  B     0.82226   0.271746  0.82226
  3  B     0.82226   0.82226   0.271746
  4  B     0.271746  0.82226   0.82226
  5  B     0.728254  0.17774   0.17774
  6  B     0.17774   0.728254  0.17774
  7  B     0.17774   0.17774   0.728254
  8  B     0.984614  0.675264  0.984614
  9  B     0.984614  0.984614  0.675264
 10  B     0.675264  0.984614  0.984614
 11  B     0.324736  0.015386  0.015386
 12  As    0.60103   0.60103   0.60103
 13  As    0.39897   0.39897   0.39897",2.65,"[[7.66412081, 0.03854149, 0.07097603], [0.03854621, 7.64318577, 0.05496756], [0.0709691, 0.05496228, 7.71452153]]","[[8.03215678, 0.16353008, 0.30143719], [0.163534799999999, 7.947490719999999, 0.2325236], [0.30143026, 0.23251832, 8.24956353]]",2.77,7.67,8.08,False
181,mp-988,Si3N4,14,176,148.648834285,"Full Formula (Si6 N8)
Reduced Formula: Si3N4
abc   :   7.660307   7.660308   2.925085
angles:  90.000000  90.000000 120.000001
Sites (14)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Si    0.231244  0.825137  0.75
  1  Si    0.406107  0.231244  0.25
  2  Si    0.825137  0.593893  0.25
  3  Si    0.174863  0.406107  0.75
  4  Si    0.593893  0.768756  0.75
  5  Si    0.768756  0.174863  0.25
  6  N     0.333333  0.666667  0.75
  7  N     0.666667  0.333333  0.25
  8  N     0.969321  0.670057  0.75
  9  N     0.299265  0.969321  0.25
 10  N     0.670057  0.700735  0.25
 11  N     0.329943  0.299265  0.75
 12  N     0.030679  0.329943  0.25
 13  N     0.700735  0.030679  0.75",4.25,"[[4.23671008, -1.2100000000000001e-05, -4.8e-07], [-7.23e-06, 4.23664259, -1.49e-06], [1.87e-06, -5e-07, 4.3200845900000004]]","[[8.1725929, -0.00022787, -1.2010000000000002e-05], [-0.000223, 8.17222451, -6.28e-06], [-9.659999999999997e-06, -5.29e-06, 8.128679459999999]]",2.07,4.26,8.16,False
182,mp-18759,Mn3O4,14,141,165.455008275,"Full Formula (Mn6 O8)
Reduced Formula: Mn3O4
abc   :   5.874284   6.349992   5.876142
angles:  62.287421  90.000010  62.448705
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.125146  0.249709  0.374018
  1  Mn    0.874854  0.750291  0.625982
  2  Mn    0.5       0.5       0.5
  3  Mn    0         0         0
  4  Mn    0.5       0         0
  5  Mn    0.5       0.5       0
  6  O     0.269925  0.515114  0.241417
  7  O     0.257947  0.984106  0.22856
  8  O     0.741692  0.016615  0.214397
  9  O     0.742053  0.015894  0.77144
 10  O     0.285039  0.484886  0.758583
 11  O     0.730075  0.484886  0.758583
 12  O     0.714961  0.515114  0.241417
 13  O     0.258308  0.983385  0.785603",0.69,"[[6.60107546, -0.4317914, -0.6229300000000001], [-0.43100635, 6.36191264, -0.84082768], [-0.62325737, -0.84108318, 5.70433181]]","[[12.799181489999999, -0.12258692999999901, -0.214468969999999], [-0.12180187999999902, 12.72217627, -0.23138538999999902], [-0.21479634000000003, -0.23164089000000002, 12.53561082]]",2.49,6.22,12.69,False
183,mp-25620,V2O5,14,59,197.794363967,"Full Formula (V4 O10)
Reduced Formula: V2O5
abc   :   3.625558   4.717938  11.563434
angles:  90.000000  90.000000  90.000000
Sites (14)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  V     0.018571   0.889401  0.149507
  1  V     0.518571   0.110599  0.350493
  2  V     0.518571   0.110599  0.649508
  3  V     0.018571   0.889401  0.850493
  4  O     0.51857    0.99134   0.181661
  5  O     0.01857    0.00866   0.318338
  6  O     0.01857    0.00866   0.681661
  7  O     0.51857    0.99134   0.818338
  8  O     0.018569   0.548691  0.855117
  9  O     0.518569   0.451309  0.644883
 10  O     0.518569   0.451309  0.355118
 11  O     0.518576  -0.000468  0.5
 12  O     0.018576   1.00047   0
 13  O     0.018569   0.548691  0.144882",2.16,"[[5.35483951, 4.108e-05, 0.0007108500000000001], [-6.386e-05, 3.39991821, 0.00161228], [0.00106014, -0.0017844, 5.89568315]]","[[17.48875833, 0.00012654, 0.00324391], [2.159999999999999e-05, 4.18729133, -0.00036967], [0.0035932000000000004, -0.00376635, 19.32609342]]",2.21,4.88,13.67,False
184,mp-23237,BiF3,16,62,233.041239857,"Full Formula (Bi4 F12)
Reduced Formula: BiF3
abc   :   5.010450   6.547458   7.103679
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0.970163  0.63471   0.75
  1  Bi    0.470163  0.86529   0.25
  2  Bi    0.529837  0.13471   0.75
  3  Bi    0.029837  0.36529   0.25
  4  F     0.351552  0.160718  0.439655
  5  F     0.851552  0.339282  0.560345
  6  F     0.148448  0.660718  0.060345
  7  F     0.648448  0.839282  0.939655
  8  F     0.637008  0.54054   0.25
  9  F     0.137008  0.95946   0.75
 10  F     0.862992  0.04054   0.25
 11  F     0.362992  0.45946   0.75
 12  F     0.351552  0.160718  0.060345
 13  F     0.851552  0.339282  0.939655
 14  F     0.148448  0.660718  0.439655
 15  F     0.648448  0.839282  0.560345",4.68,"[[3.3614770800000002, 0.0008767800000000001, -0.00041304], [-0.00076465, 3.65440865, -0.0002734], [0.00068419, 0.0002891, 3.6072632000000002]]","[[21.19653615, -0.00607916, -0.01042661], [-0.007720589999999, 40.67256316, 0.02331228], [-0.00932938, 0.02387478, 61.7039641]]",1.88,3.54,41.19,False
185,mp-1346,B6O,14,166,103.448871661,"Full Formula (B12 O2)
Reduced Formula: B6O
abc   :   5.153484   5.153483   5.153483
angles:  63.106205  63.106212  63.106203
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.798829  0.323721  0.798829
  1  B     0.798829  0.798829  0.323721
  2  B     0.323721  0.798829  0.798829
  3  B     0.676279  0.201171  0.201171
  4  B     0.201171  0.676279  0.201171
  5  B     0.201171  0.201171  0.676279
  6  B     0.997697  0.666837  0.997697
  7  B     0.997697  0.997697  0.666837
  8  B     0.666837  0.997697  0.997697
  9  B     0.333163  0.002303  0.002303
 10  B     0.002303  0.333163  0.002303
 11  B     0.002303  0.002303  0.333163
 12  O     0.377733  0.377733  0.377733
 13  O     0.622267  0.622267  0.622267",1.85,"[[5.6895959099999995, 0.11497744, 0.25881438], [0.11497763, 5.61414146, 0.18743082], [0.25881348, 0.18743012, 5.95278643]]","[[6.40302367, -0.0038352900000000003, -0.008676889999999], [-0.0038351, 6.40560664, -0.006330479999999], [-0.008677790000000001, -0.006331179999999, 6.394107219999999]]",2.4,5.75,6.4,False
186,mp-1582,As2O3,20,14,363.328413265,"Full Formula (As8 O12)
Reduced Formula: As2O3
abc   :   4.658531   5.659153  13.822793
angles:  90.000000  90.000000  94.425632
Sites (20)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  As     0.501798  0.129276  0.15553
  1  As    -0.001798  0.370724  0.65553
  2  As     0.498202  0.870724  0.84447
  3  As     1.0018    0.629276  0.34447
  4  As     0.465658  0.243658  0.392339
  5  As     0.034342  0.256342  0.892339
  6  As     0.534342  0.756342  0.607661
  7  As     0.965658  0.743658  0.107661
  8  O      0.366923  0.535342  0.352643
  9  O      0.133077  0.964658  0.852643
 10  O      0.633077  0.464658  0.647357
 11  O      0.866923  0.035342  0.147357
 12  O      0.347811  0.840845  0.110258
 13  O      0.152189  0.659155  0.610258
 14  O      0.652189  0.159155  0.889742
 15  O      0.847811  0.340845  0.389742
 16  O      0.934042  0.564216  0.216306
 17  O      0.565958  0.935784  0.716306
 18  O      0.065958  0.435784  0.783694
 19  O      0.434042  0.064216  0.283694",4.03,"[[3.90494302, 0.04513064, 0.00012028000000000001], [0.04513851, 3.35509566, -6.336e-05], [0.00039063, 0.00026151, 3.28923709]]","[[8.06413564, -0.06944476000000001, -0.005329639999999], [-0.06943689, 5.953887099999999, -0.00759092], [-0.005059289999999, -0.0072660500000000005, 5.41504563]]",1.88,3.52,6.48,True
187,mp-28027,AsF3,16,33,286.027405125,"Full Formula (As4 F12)
Reduced Formula: AsF3
abc   :   5.379914   7.117942   7.469265
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  As    0.456586  0.215586  0.248132
  1  As    0.543414  0.784414  0.748132
  2  As    0.043414  0.715586  0.248132
  3  As    0.956586  0.284414  0.748132
  4  F     0.193259  0.320543  0.353255
  5  F     0.806741  0.679457  0.853255
  6  F     0.306741  0.820543  0.353255
  7  F     0.693259  0.179457  0.853255
  8  F     0.090089  0.06463   0.691005
  9  F     0.909911  0.93537   0.191005
 10  F     0.409911  0.56463   0.691005
 11  F     0.590089  0.43537   0.191005
 12  F     0.123284  0.306079  0.952808
 13  F     0.876716  0.693921  0.452808
 14  F     0.376716  0.806079  0.952808
 15  F     0.623284  0.193921  0.452808",5.36,"[[2.21886862, 0.00016834, 0.00350965], [2.767e-05, 2.15100903, -0.00010455000000000001], [-0.00303024, -0.00038561, 2.19310609]]","[[9.03669893, 0.00079385, 0.1019974], [0.0006531800000000001, 3.20247996, -0.0031172500000000002], [0.09545751, -0.00339831, 3.46906389]]",1.48,2.19,5.24,False
188,mp-306,B2O3,15,152,147.972053829,"Full Formula (B6 O9)
Reduced Formula: B2O3
abc   :   4.402575   4.402575   8.815268
angles:  90.000000  90.000000 120.000004
Sites (15)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.114697  0.26352   0.900248
  1  B     0.148824  0.885303  0.566914
  2  B     0.73648   0.851176  0.233581
  3  B     0.552165  0.481959  0.681766
  4  B     0.929794  0.447835  0.348433
  5  B     0.518041  0.070206  0.0151
  6  O     0.457181  0.200098  0.586766
  7  O     0.799902  0.257083  0.9201
  8  O     0.742917  0.542819  0.253433
  9  O     0.333336  0.487736  0.790932
 10  O     0.1544    0.666664  0.457599
 11  O     0.512264  0.8456    0.124265
 12  O     0.867004  0.790234  0.661954
 13  O     0.92323   0.132996  0.328621
 14  O     0.209766  0.07677   0.995288",6.3,"[[2.72315876, 1.8880000000000002e-05, 3.0430000000000005e-05], [-2.161e-05, 2.7231454299999998, 4.66e-06], [-2.08e-05, -1.077e-05, 2.7141441]]","[[4.899821660000001, 0.00126285, 0.00117414], [0.00122236, 4.903262120000001, -0.00218435], [0.00112291, -0.002199779999999, 4.55760321]]",1.65,2.72,4.79,False
189,mp-730,P2Pt,12,205,190.583786142,"Full Formula (P8 Pt4)
Reduced Formula: P2Pt
abc   :   5.754779   5.754779   5.754779
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.389965  0.389965  0.389965
  1  P     0.110035  0.610035  0.889965
  2  P     0.889965  0.110035  0.610035
  3  P     0.610035  0.889965  0.110035
  4  P     0.610035  0.610035  0.610035
  5  P     0.889965  0.389965  0.110035
  6  P     0.110035  0.889965  0.389965
  7  P     0.389965  0.110035  0.889965
  8  Pt    0         0         0
  9  Pt    0.5       0         0.5
 10  Pt    0.5       0.5       0
 11  Pt    0         0.5       0.5",1.02,"[[19.64532909, -0.00019772, -0.00032394], [0.00041148, 19.645831049999998, 0.00067284], [0.00057122, 0.00035668, 19.64520116]]","[[22.827492460000002, -4.601e-05, -0.00466429], [0.00056319, 22.82870631, -0.0015550999999990002], [-0.00376913, -0.0018712599999990002, 22.82865846]]",4.43,19.65,22.83,False
190,mp-23291,PbCl2,12,62,333.73524074,"Full Formula (Pb4 Cl8)
Reduced Formula: PbCl2
abc   :   4.579241   7.789873   9.355741
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Pb    0.25  0.764558  0.415922
  1  Pb    0.75  0.235442  0.584078
  2  Pb    0.25  0.264558  0.084078
  3  Pb    0.75  0.735442  0.915922
  4  Cl    0.25  0.988497  0.654463
  5  Cl    0.75  0.011503  0.345537
  6  Cl    0.25  0.488497  0.845537
  7  Cl    0.75  0.511503  0.154463
  8  Cl    0.75  0.142144  0.91726
  9  Cl    0.25  0.857856  0.08274
 10  Cl    0.75  0.642144  0.58274
 11  Cl    0.25  0.357856  0.41726",3.79,"[[4.93473294, 0.00038779, 0.0017916100000000001], [0.00027233, 4.74918681, 0.00266006], [0.00068862, 0.00039675, 4.45497621]]","[[47.939618960000004, -0.00646031, -0.00031404], [-0.00657577, 42.071684129999994, -0.007301419999999], [-0.0014170300000000001, -0.00956473, 13.644725769999999]]",2.17,4.71,34.55,False
191,mp-554089,SiO2,12,33,181.16394285400003,"Full Formula (Si4 O8)
Reduced Formula: SiO2
abc   :   5.064598   5.082290   7.038293
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.999571  0.045523  0.624829
  1  Si    0.499571  0.454477  0.124829
  2  Si    0.499571  0.954477  0.375171
  3  Si    0.999571  0.545523  0.875171
  4  O     0.447258  0.655751  0.30101
  5  O     0.947258  0.344249  0.69899
  6  O     0.447258  0.155751  0.19899
  7  O     0.303181  0.515959  0.947686
  8  O     0.803181  0.984041  0.447686
  9  O     0.947258  0.844249  0.80101
 10  O     0.303181  0.015959  0.552314
 11  O     0.803181  0.484041  0.052314",5.66,"[[2.25303316, 0.00745425, -0.0038250999999999997], [-0.00741483, 2.25056858, -0.00211843], [0.00535232, -0.00079909, 2.23653755]]","[[4.03310438, -0.003437679999999, 0.005138520000000001], [-0.018306760000000002, 4.10427498, -0.0028471900000000003], [0.014315940000000001, -0.001527849999999, 3.84274212]]",1.5,2.25,3.99,False
192,mp-409,NaS,12,189,275.730756016,"Full Formula (Na6 S6)
Reduced Formula: NaS
abc   :   7.684991   7.684990   5.390982
angles:  90.000000  90.000000 119.999998
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.310468  0         0
  1  Na    0.689532  0.689532  0
  2  Na    0         0.310468  0
  3  Na    0.644014  0         0.5
  4  Na    0.355986  0.355986  0.5
  5  Na    0         0.644014  0.5
  6  S     0         0         0.301771
  7  S     0         0         0.698229
  8  S     0.333333  0.666667  0.199757
  9  S     0.333333  0.666667  0.800243
 10  S     0.666667  0.333333  0.800243
 11  S     0.666667  0.333333  0.199757",0.87,"[[3.13375131, 0.00030466, -1.662e-05], [-0.0009603999999999999, 3.13217978, 7.349999999999999e-06], [-1.8750000000000002e-05, -9.99e-06, 4.79339572]]","[[6.13692351, 0.0036092100000000003, 1.2219999999999991e-05], [0.002344149999999, 6.15433508, -1.3630000000000002e-05], [1.009e-05, -3.0969999999999997e-05, 9.986580400000001]]",1.92,3.69,7.43,False
193,mp-7440,NaP,16,19,349.26599227400004,"Full Formula (Na8 P8)
Reduced Formula: NaP
abc   :   5.669552   6.064427  10.158224
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.095241  0.585984  0.965521
  1  Na    0.595241  0.414016  0.534479
  2  Na    0.404759  0.085984  0.034479
  3  Na    0.904759  0.914016  0.465521
  4  Na    0.365783  0.864714  0.667918
  5  Na    0.865783  0.135286  0.832082
  6  Na    0.134217  0.364714  0.332082
  7  Na    0.634217  0.635286  0.167918
  8  P     0.862857  0.692071  0.715445
  9  P     0.362857  0.307929  0.784555
 10  P     0.637143  0.192071  0.284555
 11  P     0.137143  0.807929  0.215445
 12  P     0.597405  0.570894  0.865551
 13  P     0.097405  0.429106  0.634449
 14  P     0.902595  0.070894  0.134449
 15  P     0.402595  0.929106  0.365551",0.87,"[[10.62697816, 0.00238155, 0.011824340000000001], [-0.00057757, 6.98537072, 0.00014675000000000002], [-0.01104657, -0.00016788, 6.93818012]]","[[16.80747685, -0.005225540000000001, 0.004825339999999], [-0.00818466, 16.92485667, 0.0038656100000000002], [-0.01804557, 0.00355098, 12.242910810000001]]",2.86,8.18,15.33,False
194,mp-7457,SnF2,12,92,232.28838992299998,"Full Formula (Sn4 F8)
Reduced Formula: SnF2
abc   :   5.230188   5.230188   8.491666
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sn    0.003779  0.003779  0.5
  1  Sn    0.496221  0.503779  0.75
  2  Sn    0.503779  0.496221  0.25
  3  Sn    0.996221  0.996221  0
  4  F     0.743306  0.857917  0.328532
  5  F     0.256694  0.142083  0.828532
  6  F     0.857917  0.743306  0.671468
  7  F     0.357917  0.756694  0.078532
  8  F     0.142083  0.256694  0.171468
  9  F     0.243306  0.642083  0.421468
 10  F     0.756694  0.357917  0.921468
 11  F     0.642083  0.243306  0.578532",3.25,"[[3.31123554, 0.00186818, -0.00321531], [-0.00156112, 3.31187845, 0.00097288], [0.00353775, 0.00099285, 3.33633291]]","[[14.24601884, 0.0006331100000000001, 0.05677771], [-0.00279619, 14.25198484, 0.00446799], [0.06353077, 0.00448796, 17.10945699]]",1.82,3.32,15.2,False
195,mp-2858,ZrO2,12,14,147.11041008,"Full Formula (Zr4 O8)
Reduced Formula: ZrO2
abc   :   5.233649   5.268460   5.418476
angles:  90.000000 100.054843  90.000000
Sites (12)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Zr    0.724019  0.95582    0.789744
  1  Zr    0.724019  0.54418    0.289744
  2  Zr    0.275981  0.45582    0.710256
  3  Zr    0.275981  0.04418    0.210256
  4  O     0.061015  0.180178   0.854613
  5  O     0.061015  0.319822   0.354613
  6  O     0.54701   0.255674   0.021936
  7  O     0.45299   0.755674   0.478064
  8  O     0.54701   0.244326   0.521936
  9  O     0.45299   0.744326  -0.021936
 10  O     0.938985  0.680178   0.645387
 11  O     0.938985  0.819822   0.145387",3.47,"[[5.49620835, 0.0025412300000000002, 0.09029472], [-0.0018580600000000001, 5.45387064, 0.00072919], [0.09030957, 0.0009071600000000001, 5.09340674]]","[[24.11834493, 0.00478974, 0.38587956], [0.00039045000000000003, 21.87812221, 0.02698891], [0.38589441, 0.02716688, 17.84450588]]",2.31,5.35,21.28,False
